Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
cGMP-PKG signaling pathway	10/167	0.0042867091488683505	0.010457973137010426	0	0	2.8403250603997363	15.486122371556435	OPRD1;MEF2C;IRS2;ADRB1;GATA4;ADRB2;ADRA1A;MYLK;ADCY5;PPP1CA
Renin secretion	6/69	0.004313405262735818	0.010457973137010426	0	0	4.228658205879163	23.029389311420907	PDE1A;ADRB1;ADRB2;AGT;AQP1;ADCY5
Cocaine addiction	5/49	0.004546964765204428	0.010921214436051757	0	0	5.038997933884297	27.17680414155041	GRIA2;JUN;GRIN2C;ADCY5;GRIN2D
GnRH signaling pathway	7/93	0.004721244152740698	0.011234812474577402	0	0	3.618004672400977	19.3768858372734	EGR1;MMP14;JUN;PLA2G4A;PRKCA;PLD1;ADCY5
Dilated cardiomyopathy	7/96	0.005614043665494072	0.013236781853504371	0	0	3.495510748550613	18.115428606965665	ACTC1;TPM3;LAMA1;ADRB1;DMD;AGT;ADCY5
Thyroid hormone signaling pathway	8/121	0.00569994219819317	0.013317137681233134	0	0	3.1497134525424757	16.275511944850997	RCAN1;CCND1;STAT1;PRKCA;GATA4;ESR1;RXRG;FOXO1
Fc gamma R-mediated phagocytosis	7/97	0.005938010440533311	0.013681150357570601	0	0	3.456494165398275	17.719306515172992	VAV3;BIN1;CFL1;PLA2G4A;PRKCA;PLD1;VAV2
Phospholipase D signaling pathway	9/148	0.005962213385400417	0.013681150357570601	0	0	2.8833740347171806	14.769545724717025	SHC3;KIT;CXCR2;PDGFA;PLA2G4A;PRKCA;PLD1;AGT;ADCY5
Choline metabolism in cancer	7/98	0.00627573821456417	0.014273139125159219	0	0	3.4183350895679663	17.334596549762846	JUN;PDGFA;RAC3;PLA2G4A;PRKCA;FOS;PLD1
Adrenergic signaling in cardiomyocytes	9/150	0.006495731721551335	0.014643886424900818	0	0	2.8421823150497754	14.314963801584385	ACTC1;TPM3;PRKCA;ADRB1;ADRB2;ADRA1A;AGT;ADCY5;PPP1CA
Platelet activation	8/124	0.006587018351071242	0.014720554054133124	0	0	3.067781898524422	15.408408506639251	COL1A1;COL3A1;COL1A2;VWF;PLA2G4A;MYLK;ADCY5;PPP1CA
Leishmaniasis	6/77	0.00735879459051047	0.016261897406319833	0	0	3.7506496839808783	18.422662924139967	C3;JUN;CR1;STAT1;FOS;PTGS2
Regulation of lipolysis in adipocytes	5/55	0.00744422966411305	0.016261897406319833	0	0	4.432954545454545	21.722878478382583	IRS2;ADRB1;ADRB2;PTGS2;ADCY5
NOD-like receptor signaling pathway	10/181	0.00746655211652039	0.016261897406319833	0	0	2.6059017274988237	12.761939730780925	JUN;IL6;STAT1;IL18;IRF7;TXNIP;CCL2;FADD;ANTXR2;IKBKE
DNA replication	4/36	0.008113163925984178	0.017521706966201124	0	0	5.533730158730159	26.640856484578737	FEN1;RFC4;POLE2;MCM4
African trypanosomiasis	4/37	0.008939962186225897	0.019035602270484262	0	0	5.3657665086236515	25.31152212111557	IL6;IL18;PRKCA;SELE
Alcoholism	10/186	0.008962287450305821	0.019035602270484262	0	0	2.5312173458725185	11.934005822473615	H2AX;SHC3;GNG2;GNG7;H4-16;GRIN2C;GNG13;GRIN2D;ADCY5;PPP1CA
Endometrial cancer	5/58	0.009290214135866394	0.0195514608074641	0	0	4.181389365351629	19.563858120650565	TCF7L2;CCND1;ERBB2;BAK1;GADD45G
B cell receptor signaling pathway	6/81	0.009357313927307721	0.0195514608074641	0	0	3.549886104783599	16.583637289005996	VAV3;JUN;RAC3;FOS;NFKBIE;VAV2
Salmonella infection	12/249	0.010208267433857976	0.021157457504044356	0	0	2.2589528459087322	10.356298882648735	CYFIP2;TCF7L2;JUN;IL6;RHOJ;IL18;RHOH;FADD;FOS;FLNC;BAK1;PAK3
Viral myocarditis	5/60	0.010682514577741614	0.021963249971836758	0	0	4.028925619834711	18.28788574447995	CCND1;LAMA1;CAV1;RAC3;DMD
Estrogen signaling pathway	8/137	0.011682902005627643	0.023579158478531065	0	0	2.7567807283628687	12.266651125610663	JUN;KRT19;SHC3;KRT15;FOS;FKBP4;ESR1;ADCY5
Insulin signaling pathway	8/137	0.011682902005627643	0.023579158478531065	0	0	2.7567807283628687	12.266651125610663	SOCS3;SHC3;PRKAR2B;IRS2;SLC2A4;PPARGC1A;FOXO1;PPP1CA
Nicotine addiction	4/40	0.011743705390085511	0.023579158478531065	0	0	4.917863441672965	21.85713863482992	GRIA2;GRIN2C;GRIA4;GRIN2D
Wnt signaling pathway	9/166	0.012186303116349606	0.024278138766680998	0	0	2.550429498042424	11.240871753954284	TLE4;TCF7L2;JUN;CCND2;CCND1;CTNND2;RUVBL1;RAC3;PRKCA
Cholinergic synapse	7/113	0.013228303668220222	0.02615133879025075	0	0	2.9323468596536575	12.683562924621388	GNG2;GNG7;PRKCA;KCNQ5;FOS;GNG13;ADCY5
Tight junction	9/169	0.013573178490195518	0.02662829673267365	0	0	2.502221903669725	10.758702437867056	JUN;PARD6B;DLG2;CCND1;ERBB2;GATA4;AMOTL2;EZR;MPDZ
Renin-angiotensin system	3/23	0.013921405358768693	0.0271045543727542	0	0	6.629524886877828	28.336761659556387	CMA1;CTSG;AGT
GABAergic synapse	6/89	0.01446520742083461	0.027951566219206726	0	0	3.2064110656750007	13.582386135615515	GNG2;GNG7;GAD1;PRKCA;ADCY5;GNG13
Signaling pathways regulating pluripotency of stem cells	8/143	0.01482588514783041	0.02843472002233146	0	0	2.6334435121620476	11.090432995870875	LIFR;OTX1;INHBA;BMPR1B;FGFR4;KLF4;FGF2;FGFR3
Type I diabetes mellitus	4/43	0.015056526235908863	0.028663164760211687	0	0	4.538868538868539	19.04483705433064	PTPRN;GAD1;LTA;GZMB
Hypertrophic cardiomyopathy	6/90	0.01521701910155843	0.028755690508092034	0	0	3.1680767979173448	13.259481079119926	IL6;ACTC1;TPM3;LAMA1;DMD;AGT
Neurotrophin signaling pathway	7/119	0.017156160456007843	0.0321834542860877	0	0	2.774400684931507	11.279042883655311	RPS6KA3;NGFR;JUN;SHC3;MAGED1;MAPKAPK2;NFKBIE
Fc epsilon RI signaling pathway	5/68	0.01766870673923776	0.03290476544916018	0	0	3.515873015873016	14.189923507435324	VAV3;RAC3;PLA2G4A;PRKCA;VAV2
Retrograde endocannabinoid signaling	8/148	0.017880759043549636	0.03306010844742631	0	0	2.5387381497221315	10.21595862396898	GRIA2;GNG2;GNG7;PRKCA;PTGS2;GRIA4;GNG13;ADCY5
TGF-beta signaling pathway	6/94	0.0184951910421179	0.033951886413030714	0	0	3.023452060468006	12.0643130289425	BMP2;INHBA;E2F5;BMPR1B;DCN;TGFBR2
Central carbon metabolism in cancer	5/70	0.01979523327948471	0.03608067342430901	0	0	3.4073426573426575	13.364668195193628	RET;KIT;ERBB2;MET;FGFR3
Aldosterone synthesis and secretion	6/98	0.02222622991605212	0.040226345693136586	0	0	2.8914033871446962	11.006075409975864	NR4A1;PRKCA;PRKD1;CAMK1;AGT;ADCY5
Non-alcoholic fatty liver disease	8/155	0.022881748997266672	0.04112314330277997	0	0	2.416974112299382	9.129915893527688	SOCS3;JUN;IL6;LEPR;IRS2;PPARG;FOS;PPARA
Ether lipid metabolism	4/49	0.023311304909507703	0.04160420390099639	0	0	3.932476694381456	14.781459648597416	PLA2G2A;PLA2G4A;PLD1;PAFAH1B3
PPAR signaling pathway	5/74	0.02453554518898985	0.04348713871427856	0	0	3.2091567852437417	11.898373637769293	SLC27A6;PPARG;CD36;PPARA;RXRG
Longevity regulating pathway	6/102	0.026433920611047757	0.046530942445474475	0	0	2.7703587699316627	10.06501045440476	IRS2;PPARG;PPARGC1A;CRYAB;FOXO1;ADCY5
Gastric acid secretion	5/76	0.02715681601895694	0.04747824297191792	0	0	3.118437900128041	11.24548377584807	PRKCA;SSTR2;EZR;MYLK;ADCY5
Natural killer cell mediated cytotoxicity	7/131	0.02735045122841254	0.0474936889574461	0	0	2.504363676535572	9.01326059883591	VAV3;SHC3;SH2D1A;RAC3;GZMB;PRKCA;VAV2
Protein digestion and absorption	6/103	0.02756284779765263	0.04754128781205856	0	0	2.7416574689430053	9.846077475978705	COL17A1;COL1A1;COL3A1;COL1A2;COL2A1;COL8A1
Pathogenic Escherichia coli infection	9/197	0.03265474038502734	0.05594845519301351	0	0	2.126476185828616	7.276302308893018	CYFIP2;JUN;IL6;IL18;FADD;FOS;BAK1;EZR;PAK3
Base excision repair	3/33	0.03645689337680078	0.06204914965455498	0	0	4.417420814479638	14.628839966561598	FEN1;PARP1;POLE2
Ubiquitin mediated proteolysis	7/140	0.037267727895231244	0.06301188203338441	0	0	2.33381398702235	7.677378743284575	CDC20;PRKN;SOCS3;CBLC;UBE2L6;ELOB;BRCA1
Legionellosis	4/57	0.03789745900881635	0.06365782330239086	0	0	3.3375262054507338	10.923293443001391	C3;IL6;CR1;IL18
PD-L1 expression and PD-1 checkpoint pathway in cancer	5/89	0.04848648036089539	0.08091574969318256	0	0	2.6340638528138527	7.971915953898367	ALK;JUN;STAT1;FOS;NFKBIE
Basal cell carcinoma	4/63	0.05160320529522582	0.08556144361853571	0	0	2.9971943579691764	8.884198066778264	TCF7L2;BMP2;BAK1;GADD45G
Salivary secretion	5/93	0.0565892400417174	0.09322714545334213	0	0	2.5138171487603307	7.219523015493763	PRKCA;ADRB1;ADRB2;ADRA1A;ADCY5
Staphylococcus aureus infection	5/95	0.06091518316050718	0.09971466288057546	0	0	2.4577020202020203	6.877320768588587	C4B;C3;C4A;KRT19;KRT15
Mitophagy	4/68	0.06482697647192098	0.10544641109673224	0	0	2.762329931972789	7.5578271177774665	PRKN;JUN;E2F1;MITF
Necroptosis	7/159	0.06527232970354309	0.10550307379755078	0	0	2.0400895217495796	5.567785951834761	STAT5A;H2AX;STAT5B;PARP1;STAT1;PLA2G4A;FADD
Hematopoietic cell lineage	5/99	0.070113845698954	0.1119473081459198	0	0	2.3526353965183753	6.25244615063519	IL6;CR1;CD5;KIT;CD36
Fat digestion and absorption	3/43	0.07023961735188654	0.1119473081459198	0	0	3.311368778280543	8.794474853083797	PLA2G2A;CD36;APOB
RIG-I-like receptor signaling pathway	4/70	0.07056600746941248	0.1119473081459198	0	0	2.6783481069195356	7.100854529120374	CXCL10;IRF7;FADD;IKBKE
Melanogenesis	5/101	0.07498457451336582	0.11822721257628845	0	0	2.3033854166666665	5.966857407429479	TCF7L2;KIT;MITF;PRKCA;ADCY5
Systemic lupus erythematosus	6/135	0.08133711131352263	0.12746120492423973	0	0	2.058166022143349	5.1642532284466105	C4B;C3;H2AX;C4A;H4-16;CTSG
Type II diabetes mellitus	3/46	0.08237188402569912	0.12830044966427076	0	0	3.0798695148900346	7.688928472279375	SOCS3;IRS2;SLC2A4
Intestinal immune network for IgA production	3/48	0.09092490001731661	0.1407692729183757	0	0	2.942684766214178	7.055738201289494	IL6;CXCL12;CXCR4
Bacterial invasion of epithelial cells	4/77	0.09260038725727056	0.1425047875755601	0	0	2.4206504519616066	5.75984565750978	SHC3;CAV2;CAV1;MET
RNA degradation	4/79	0.09943091952965903	0.1518122801675463	0	0	2.3558578987150414	5.4380082988845455	EXOSC4;LSM1;ENO2;LSM4
Cholesterol metabolism	3/50	0.09982986516854211	0.1518122801675463	0	0	2.817175315297969	6.491582963739185	LRP1;CD36;APOB
Ovarian steroidogenesis	3/51	0.10440880573378661	0.15784154749166562	0	0	2.7583427601809953	6.232313444282442	PLA2G4A;PTGS2;ADCY5
alpha-Linolenic acid metabolism	2/25	0.105998062989128	0.15930703034038537	0	0	3.833938561193444	8.604640425519106	PLA2G2A;PLA2G4A
Insulin secretion	4/86	0.12507869207166986	0.18689083640941367	0	0	2.1539737846358054	4.477706988833952	RIMS2;RAB3A;PRKCA;ADCY5
Sphingolipid signaling pathway	5/119	0.1265993152958902	0.18806950306961723	0	0	1.9378987240829346	4.005109898575531	OPRD1;S1PR1;RAC3;PRKCA;PLD1
Hedgehog signaling pathway	3/56	0.12847714001658603	0.1897622125532334	0	0	2.4974814308887563	5.124842608321952	GRK3;CCND2;CCND1
Neutrophil extracellular trap formation	7/189	0.1298229320302835	0.19065424875304493	0	0	1.7011766772040744	3.4730947762164215	C3;H2AX;CR1;VWF;H4-16;PRKCA;CTSG
Gap junction	4/88	0.13287461053952315	0.1940271301628264	0	0	2.1024727351257964	4.243524527433569	PDGFA;PRKCA;ADRB1;ADCY5
Linoleic acid metabolism	2/29	0.13554072101355852	0.19680206384454543	0	0	3.2652788228408998	6.525604739255504	PLA2G2A;PLA2G4A
beta-Alanine metabolism	2/30	0.14318807157655317	0.20642359563293414	0	0	3.1485004837149306	6.11941397561654	ALDH2;GAD1
Notch signaling pathway	3/59	0.1437736327560125	0.20642359563293414	0	0	2.3633241758241756	4.58370318762061	TLE4;MAML2;DTX1
Herpes simplex virus 1 infection	15/498	0.14666038898318215	0.2093984442704323	0	0	1.3774375270836343	2.6441781744299617	STAT1;TAP1;PPP1CA;C3;SOCS3;IL6;IRF7;LTA;CCL2;ZNF205;BAK1;FADD;CALR;IKBKE;NECTIN2
Long-term depression	3/60	0.14900103034940734	0.21156499889390987	0	0	2.3217432722076685	4.420139619692783	GRIA2;PLA2G4A;PRKCA
Arachidonic acid metabolism	3/61	0.15428881449989185	0.21786936992567146	0	0	2.2815961928537996	4.2641413233764816	PLA2G2A;PLA2G4A;PTGS2
Riboflavin metabolism	1/8	0.16476447529950383	0.23051255903249096	0	0	6.289575289575289	11.341602721099976	FLAD1
Lysine degradation	3/63	0.16503622903493514	0.23051255903249096	0	0	2.205316742081448	3.97307716114958	ALDH2;MECOM;EZH2
Inflammatory mediator regulation of TRP channels	4/98	0.1746006551139063	0.24255334250958874	0	0	1.8778404979012882	3.277308421554756	PLA2G4A;PRKCA;ADCY5;PPP1CA
Cortisol synthesis and secretion	3/65	0.17599734693029842	0.24317912989831558	0	0	2.1339585461976354	3.707297071523708	NR4A1;AGT;ADCY5
Glycolysis / Gluconeogenesis	3/67	0.18715384124999648	0.257211428883685	0	0	2.067060237556561	3.4640298167178143	ALDH2;ENO2;ALDOA
Aldosterone-regulated sodium reabsorption	2/37	0.1987792509644351	0.27173546541414795	0	0	2.5178974524346986	4.067815318759853	PRKCA;SGK1
Epithelial cell signaling in Helicobacter pylori infection	3/70	0.20421548385277843	0.2776898378315559	0	0	1.9742013912338758	3.1361759561701654	JUN;CXCR2;MET
Primary immunodeficiency	2/38	0.20693306352140078	0.2799041964473684	0	0	2.447830448959117	3.856213937754639	TAP1;IL2RG
Tuberculosis	6/180	0.2131561727480372	0.28681223244107623	0	0	1.5223470269421098	2.3531377387204526	C3;IL6;CR1;STAT1;IL18;FADD
Glucagon signaling pathway	4/107	0.21543366420557053	0.2883669359418314	0	0	1.7129647975695133	2.6295760969977575	PPP4C;PPARA;PPARGC1A;FOXO1
Taurine and hypotaurine metabolism	1/11	0.2193090852006174	0.2920333414329465	0	0	4.402027027027027	6.6790776172014725	GAD1
Graft-versus-host disease	2/42	0.2398391968312523	0.3177251215754218	0	0	2.2025959367945824	3.1448369492379444	IL6;GZMB
Arrhythmogenic right ventricular cardiomyopathy	3/77	0.24524670438879914	0.32322257963036605	0	0	1.786810566222331	2.5113454876642503	TCF7L2;LAMA1;DMD
Non-homologous end-joining	1/13	0.25368283402250574	0.33263514461114274	0	0	3.6679804804804803	5.031260535914632	FEN1
Pathways of neurodegeneration	13/475	0.26162620440575673	0.34130931234659634	0	0	1.2436317540484207	1.6675093290208165	PRKN;GRIA2;PRKCA;UBE2L6;GRIN2C;PTGS2;SNCAIP;GRIN2D;IL6;BAK1;FADD;NEFH;GRIA4
Nucleotide excision repair	2/47	0.28125070177835076	0.36505772907594014	0	0	1.9573614246300477	2.4829302511431472	RFC4;POLE2
Nitrogen metabolism	1/17	0.3179658708535468	0.41063934075056036	0	0	2.7504222972972974	3.1514647453683433	CA12
Autoimmune thyroid disease	2/53	0.330658180756628	0.42278185300723087	0	0	1.7265524720046033	1.9107240378180597	CTLA4;GZMB
Endocrine and other factor-regulated calcium reabsorption	2/53	0.330658180756628	0.42278185300723087	0	0	1.7265524720046033	1.9107240378180597	PRKCA;ESR1
Protein processing in endoplasmic reticulum	5/171	0.3324554710992061	0.42297552511136616	0	0	1.3272864184008761	1.461673304679207	PRKN;DNAJC1;CALR;BAK1;CRYAB
Pyrimidine metabolism	2/56	0.3550289399244564	0.44947013576642997	0	0	1.6303820750773346	1.6883518943501703	NME3;TK1
Glycerophospholipid metabolism	3/98	0.372695323058564	0.46952302953946545	0	0	1.3903310311979042	1.3722484155391024	PLA2G2A;PLA2G4A;PLD1
Pantothenate and CoA biosynthesis	1/21	0.3767233311723716	0.47228242005511956	0	0	2.1998873873873874	2.1476273697252033	ALDH2
Histidine metabolism	1/22	0.39060578906915605	0.4873091640328791	0	0	2.095023595023595	1.9694404217914498	ALDH2
Spinocerebellar ataxia	4/143	0.3939919277961806	0.4891590601140986	0	0	1.2669700973914746	1.1800874426996595	GRIA2;PRKCA;GRIN2C;GRIN2D
Pancreatic secretion	3/102	0.3968279300379276	0.4903114327872471	0	0	1.3338818044700398	1.2328436162932415	PLA2G2A;PRKCA;ADCY5
Mismatch repair	1/23	0.4041797168851213	0.49427349162646084	0	0	1.9996928746928746	1.8115130888375652	RFC4
Proximal tubule bicarbonate reclamation	1/23	0.4041797168851213	0.49427349162646084	0	0	1.9996928746928746	1.8115130888375652	AQP1
Prion disease	7/273	0.4058043063547986	0.49427349162646084	0	0	1.1589161259312666	1.0452081890350073	EGR1;IL6;CAV2;CAV1;LAMC1;GRIN2C;GRIN2D
Vitamin digestion and absorption	1/24	0.41745195646431593	0.5060620415628736	0	0	1.9126517822169997	1.6708654672219938	APOB
Phagosome	4/152	0.4389446507186782	0.5296186630737104	0	0	1.1893730465159036	0.979308303340712	C3;TAP1;CALR;CD36
Maturity onset diabetes of the young	1/26	0.44311798428487736	0.5321557100991284	0	0	1.7594594594594595	1.432057860629081	NR5A2
Toxoplasmosis	3/112	0.45589522515385733	0.5449538272769364	0	0	1.2108846361409773	0.9511405158208597	LAMA1;STAT1;LAMC1
Butanoate metabolism	1/28	0.467655639053765	0.5564236075778594	0	0	1.6289622956289622	1.2380489214110837	GAD1
Ascorbate and aldarate metabolism	1/30	0.4911144211810633	0.5789743405666663	0	0	1.5164647406026717	1.0783249291066916	ALDH2
Pentose phosphate pathway	1/30	0.4911144211810633	0.5789743405666663	0	0	1.5164647406026717	1.0783249291066916	ALDOA
Thyroid hormone synthesis	2/75	0.49973973573890235	0.5843018368960355	0	0	1.2048610037416123	0.8357733355130279	PRKCA;ADCY5
Circadian rhythm	1/31	0.5024541087705208	0.5843018368960355	0	0	1.4658408408408408	1.0088663791805634	PER2
RNA polymerase	1/31	0.5024541087705208	0.5843018368960355	0	0	1.4658408408408408	1.0088663791805634	POLR2H
Antigen processing and presentation	2/78	0.5206616727095973	0.60163548731681	0	0	1.157122490198408	0.7552015806987864	TAP1;CALR
Fructose and mannose metabolism	1/33	0.5243826815523948	0.60163548731681	0	0	1.3740850225225225	0.8870179865761124	ALDOA
SNARE interactions in vesicular transport	1/33	0.5243826815523948	0.60163548731681	0	0	1.3740850225225225	0.8870179865761124	STX11
Purine metabolism	3/129	0.5500563366886085	0.6282865712398773	0	0	1.0465955613014437	0.6255863537204052	PDE1A;NME3;ADCY5
Alanine, aspartate and glutamate metabolism	1/37	0.565388963002432	0.6429423163346241	0	0	1.2211586586586587	0.6963551676977084	GAD1
Taste transduction	2/86	0.5735250897167194	0.6482227068727565	0	0	1.04649037944749	0.5818000885379752	PDE1A;GNG13
Allograft rejection	1/38	0.5750769539571536	0.6482227068727565	0	0	1.1880934989043097	0.6573144084357728	GZMB
Cardiac muscle contraction	2/87	0.579827373237779	0.650723296603097	0	0	1.0341256141282698	0.5636241598844232	ACTC1;TPM3
Bile secretion	2/90	0.5983226360223547	0.6685605106858485	0	0	0.998717422532321	0.5129663813635347	AQP1;ADCY5
Tryptophan metabolism	1/42	0.6117213828914553	0.6805731402731775	0	0	1.0719622061085476	0.5268462236570121	ALDH2
Fatty acid degradation	1/43	0.6203787340224783	0.6872298907059351	0	0	1.0463856713856714	0.4995708111275468	ALDH2
ABC transporters	1/45	0.6371198893974103	0.7018942312730971	0	0	0.9987203112203112	0.45022055128879274	TAP1
Phosphatidylinositol signaling system	2/97	0.6390787942330923	0.7018942312730971	0	0	0.9247950576214803	0.4140562009378363	ITPKA;PRKCA
Parkinson disease	5/249	0.6528705671260718	0.7112413456603276	0	0	0.8993573025335321	0.3834647128002786	PRKN;DUSP1;UBE2L6;SNCAIP;ADCY5
Pyruvate metabolism	1/47	0.653124348544114	0.7112413456603276	0	0	0.9551997649823737	0.40690339035017986	ALDH2
Valine, leucine and isoleucine degradation	1/48	0.6608604820941782	0.7166292991485393	0	0	0.9348284454667434	0.38721765772919703	ALDH2
mTOR signaling pathway	3/154	0.6694495849607197	0.7228930392222898	0	0	0.8721944203050553	0.3500111143061713	RPS6KA3;PRKCA;SGK1
Arginine and proline metabolism	1/50	0.6758201050546626	0.7236906958293678	0	0	0.8965802537231109	0.3513055660651524	ALDH2
Vibrio cholerae infection	1/50	0.6758201050546626	0.7236906958293678	0	0	0.8965802537231109	0.3513055660651524	PRKCA
Drug metabolism	2/108	0.6964560542173437	0.740238596525897	0	0	0.8283572554197368	0.2996587200126068	NME3;TK1
Glycosaminoglycan biosynthesis	1/53	0.6970340091800276	0.740238596525897	0	0	0.8447245322245323	0.3048788868857733	CHPF
Alzheimer disease	7/369	0.7168754716344086	0.7581769391359794	0	0	0.8473410025479957	0.2820401075830705	IL6;LRP1;IRS2;FADD;GRIN2C;PTGS2;GRIN2D
Glycerolipid metabolism	1/61	0.7470743425597371	0.7868774837616903	0	0	0.7317942942942943	0.2133843207397855	ALDH2
Thermogenesis	4/232	0.7618198436662438	0.7977806142623701	0	0	0.7688666109718741	0.20916645318149754	RPS6KA3;PPARG;PPARGC1A;ADCY5
GnRH secretion	1/64	0.7636343622900508	0.7977806142623701	0	0	0.6968396968396968	0.1879141045288144	PRKCA
Lysosome	2/128	0.7813609808275901	0.8129950286343751	0	0	0.6961553620695833	0.17175408128668992	CTSG;AP1M2
Shigellosis	4/246	0.8002057324833202	0.8292454566460213	0	0	0.7238619965892693	0.161339008104545	C3;JUN;IL18;FOXO1
Inositol phosphate metabolism	1/73	0.8071001268142919	0.8330310545834257	0	0	0.6094532032032032	0.13061042009291676	ITPKA
Huntington disease	5/306	0.8140516318141284	0.8368450775049241	0	0	0.7268951978254303	0.14954522866542355	GRIA2;PPARG;POLR2H;PPARGC1A;GRIA4
Synaptic vesicle cycle	1/78	0.8276999148690599	0.8474855702045753	0	0	0.5697320697320697	0.1077389619582807	RAB3A
Spliceosome	2/150	0.8500391678700198	0.8669050243753772	0	0	0.5920017082545299	0.09618420516668635	SNRPE;LSM4
mRNA surveillance pathway	1/98	0.890358264614919	0.9044350751226646	0	0	0.451797157982725	0.052467815122479076	PPP1CA
Amyotrophic lateral sclerosis	5/364	0.910401287736021	0.9211540588510134	0	0	0.6076221828310965	0.05703737346956787	PRKN;GRIA2;GRIN2C;NEFH;GRIN2D
Autophagy	1/137	0.9546471895796534	0.962134618517533	0	0	0.32159181240063595	0.014926182853566105	IRS2
Olfactory transduction	5/440	0.969214247384124	0.9730002405379682	0	0	0.4994775339602926	0.015618457700704113	GRK3;PDE1A;GNG7;NCALD;GNG13
RNA transport	1/186	0.9850760618859933	0.9850760618859933	0	0	0.23581689797906014	0.003545842063201254	CYFIP2
