Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
negative regulation of trophoblast cell migration (GO:1901164),2/6,0.001424953791861429,0.011604556799941738,0,0,50.505102040816325,330.9910393896135,CALR;TIMP1
neutrophil extravasation (GO:0072672),2/6,0.001424953791861429,0.011604556799941738,0,0,50.505102040816325,330.9910393896135,PECAM1;PRTN3
plasma membrane raft assembly (GO:0044854),2/6,0.001424953791861429,0.011604556799941738,0,0,50.505102040816325,330.9910393896135,CAV2;CAV1
central nervous system development (GO:0007417),9/268,0.0014498689521455037,0.011752956659797292,0,0,3.5931237359808788,23.485670374619033,C3;RPS6KA3;VCAN;GSN;ZBTB16;CXCR4;PKD2;SOX10;TGFBR2
regulation of interferon-gamma-mediated signaling pathway (GO:0060334),3/23,0.0014624829026359668,0.011752956659797292,0,0,15.216923076923077,99.33028638515556,SOCS3;STAT1;PPARG
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744),3/23,0.0014624829026359668,0.011752956659797292,0,0,15.216923076923077,99.33028638515556,GRK3;RGS2;MET
positive regulation of cholesterol efflux (GO:0010875),3/23,0.0014624829026359668,0.011752956659797292,0,0,15.216923076923077,99.33028638515556,LRP1;CAV1;PPARG
regulation of cell growth (GO:0001558),8/217,0.0014751931037451911,0.011816102656643226,0,0,3.9472173256106773,25.731777040075272,RPS6KA3;MMP14;BCL6;FHL1;CIB1;SGK1;EGFR;S100A8
regulation of tumor necrosis factor production (GO:0032680),6/124,0.0014816444692735435,0.0118288665005937,0,0,5.21292372881356,33.960126895220824,ZFP36;MAPKAPK2;SIRPA;LPL;FADD;TLR4
regulation of complement activation (GO:0030449),4/50,0.0015034416443697955,0.011963661451112589,0,0,8.855221873599282,57.55892773976394,C3;CFH;PROS1;SERPING1
negative regulation of defense response (GO:0031348),5/85,0.001562453459054429,0.012392749748526171,0,0,6.386658031088083,41.26737785826921,CDH5;SAA1;SIRPA;PPARG;KLF4
negative regulation of cellular process (GO:0048523),14/566,0.0015749453628669224,0.01245127259279531,0,0,2.6533947700063014,17.123775214532003,DUSP1;FHL1;CIB1;PKD2;KLF4;NR4A1;BCL6;MDK;AGR2;TXNIP;SIRPA;PRTN3;CRYAB;TNS2
positive regulation of fat cell differentiation (GO:0045600),4/51,0.0016189064569619275,0.01275740201521778,0,0,8.66637420486949,55.690158635934715,ZFP36;ZBTB16;LPL;PPARG
glucose homeostasis (GO:0042593),5/86,0.001645778272806058,0.012826642107325275,0,0,6.307490564830807,40.42812501170669,TCF7L2;LEPR;PPARG;PIK3R1;FOXO1
positive regulation of endothelial cell migration (GO:0010595),5/86,0.001645778272806058,0.012826642107325275,0,0,6.307490564830807,40.42812501170669,STAT5A;NRP1;KDR;CALR;MET
regulation of monooxygenase activity (GO:0032768),3/24,0.0016592986709681567,0.012826642107325275,0,0,14.491575091575092,92.76579279827187,CAV1;LEP;EGFR
response to gamma radiation (GO:0010332),3/24,0.0016592986709681567,0.012826642107325275,0,0,14.491575091575092,92.76579279827187,YAP1;MAP3K20;CRYAB
positive regulation of cell-substrate junction organization (GO:0150117),3/24,0.0016592986709681567,0.012826642107325275,0,0,14.491575091575092,92.76579279827187,NRP1;KDR;PIK3R1
positive regulation of phospholipase activity (GO:0010518),3/24,0.0016592986709681567,0.012826642107325275,0,0,14.491575091575092,92.76579279827187,KIT;ESR1;FGFR3
cartilage development (GO:0051216),4/52,0.0017403948132125309,0.013368647855433794,0,0,8.485395189003436,53.913174183118734,MEF2C;ZBTB16;FGFR3;RUNX2
sprouting angiogenesis (GO:0002040),4/52,0.0017403948132125309,0.013368647855433794,0,0,8.485395189003436,53.913174183118734,NRP1;NR4A1;KDR;PARVA
regulation of immune effector process (GO:0002697),4/53,0.0018680674312188381,0.014111774813196804,0,0,8.311803071744162,52.22181892571914,C3;CFH;PROS1;SERPING1
negative regulation of cysteine-type endopeptidase activity (GO:2000117),4/53,0.0018680674312188381,0.014111774813196804,0,0,8.311803071744162,52.22181892571914,RPS6KA3;HGF;KLF4;AQP1
positive regulation of phagocytosis (GO:0050766),4/53,0.0018680674312188381,0.014111774813196804,0,0,8.311803071744162,52.22181892571914,C3;SIRPA;CCL2;CALR
regulation of calcium ion import (GO:0090279),3/25,0.0018719109916478717,0.014111774813196804,0,0,13.832167832167832,86.87701677359438,CXCL12;CCL2;PKD2
response to hexose (GO:0009746),3/25,0.0018719109916478717,0.014111774813196804,0,0,13.832167832167832,86.87701677359438,TCF7L2;LPL;IRS2
outflow tract septum morphogenesis (GO:0003148),3/25,0.0018719109916478717,0.014111774813196804,0,0,13.832167832167832,86.87701677359438,NRP1;PARVA;TGFBR2
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),5/89,0.0019153545282787074,0.01435042546571893,0,0,6.0812978040957315,38.05586491730021,RPS6KA3;HGF;KLF4;CTSD;AQP1
transforming growth factor beta receptor signaling pathway (GO:0007179),5/89,0.0019153545282787074,0.01435042546571893,0,0,6.0812978040957315,38.05586491730021,CDH5;JUN;COL1A2;FOS;TGFBR2
positive regulation of cytokine production (GO:0001819),10/335,0.0019249165361196817,0.014377827501384739,0,0,3.18772504091653,19.93243878795636,C3;EGR1;ANXA1;MDK;LEP;SAA1;LPL;FADD;TLR4;SPTBN1
receptor-mediated endocytosis of virus by host cell (GO:0019065),2/7,0.00198194526890407,0.014492602792136369,0,0,40.40204081632653,251.4492302647478,CAV2;CAV1
regulation of metallopeptidase activity (GO:1905048),2/7,0.00198194526890407,0.014492602792136369,0,0,40.40204081632653,251.4492302647478,LRP1;TIMP1
hemostasis (GO:0007599),2/7,0.00198194526890407,0.014492602792136369,0,0,40.40204081632653,251.4492302647478,VWF;FLI1
sphingosine-1-phosphate receptor signaling pathway (GO:0003376),2/7,0.00198194526890407,0.014492602792136369,0,0,40.40204081632653,251.4492302647478,S1PR1;EZR
negative regulation of p38MAPK cascade (GO:1903753),2/7,0.00198194526890407,0.014492602792136369,0,0,40.40204081632653,251.4492302647478,DUSP1;EZR
positive regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000343),2/7,0.00198194526890407,0.014492602792136369,0,0,40.40204081632653,251.4492302647478,LPL;TLR4
positive regulation of membrane depolarization (GO:1904181),2/7,0.00198194526890407,0.014492602792136369,0,0,40.40204081632653,251.4492302647478,KDR;DCN
regulation of humoral immune response (GO:0002920),4/54,0.0020020842345468454,0.014509152116433239,0,0,8.145154639175258,50.610460196958336,C3;CFH;PROS1;SERPING1
regulation of proteolysis (GO:0030162),4/54,0.0020020842345468454,0.014509152116433239,0,0,8.145154639175258,50.610460196958336,DNAJC1;CAV1;PLK1;FADD
positive regulation of leukocyte chemotaxis (GO:0002690),4/54,0.0020020842345468454,0.014509152116433239,0,0,8.145154639175258,50.610460196958336,CXCL10;CXCL12;MDK;CALR
positive regulation of binding (GO:0051099),5/90,0.002011994203174758,0.014537702922049067,0,0,6.009448338921061,37.31043467740466,TCF7L2;LRP1;CAV1;PPARG;MET
protein stabilization (GO:0050821),7/179,0.002078627692276019,0.014950817963639423,0,0,4.182698161451357,25.832541964215725,EFNA1;CCT3;ANK2;PARVA;PIK3R1;CALR;CRYAB
regulation of monocyte chemotaxis (GO:0090025),3/26,0.002100755421803523,0.014950817963639423,0,0,13.23010033444816,81.56963157644334,CXCL10;CXCL12;DUSP1
endothelial cell development (GO:0001885),3/26,0.002100755421803523,0.014950817963639423,0,0,13.23010033444816,81.56963157644334,PECAM1;EZR;MET
hippo signaling (GO:0035329),3/26,0.002100755421803523,0.014950817963639423,0,0,13.23010033444816,81.56963157644334,YAP1;AMOTL2;TEAD1
positive regulation of filopodium assembly (GO:0051491),3/26,0.002100755421803523,0.014950817963639423,0,0,13.23010033444816,81.56963157644334,NRP1;PIK3R1;RHOQ
regulation of actin cytoskeleton organization (GO:0032956),5/91,0.002112148410468978,0.014950817963639423,0,0,5.939269791541149,36.586196773903204,EPS8;LRP1;MDK;EZR;RHOQ
positive regulation of transport (GO:0051050),5/91,0.002112148410468978,0.014950817963639423,0,0,5.939269791541149,36.586196773903204,ANXA1;LRP1;SIRPA;CALR;SGK1
regulation of blood vessel endothelial cell migration (GO:0043535),4/55,0.0021426042679574256,0.01507873234819749,0,0,7.985041439256115,49.073934613463464,STAT5A;MEF2C;KDR;PPARG
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),4/55,0.0021426042679574256,0.01507873234819749,0,0,7.985041439256115,49.073934613463464,RPS6KA3;HGF;KLF4;AQP1
apoptotic process (GO:0006915),8/231,0.0021820895501952252,0.0152683564790959,0,0,3.6967665801274485,22.651835011506165,PPP1R15A;ZBTB16;CXCR4;CIB1;FADD;FOXO1;ARHGEF6;TGFBR2
regulation of autophagy (GO:0010506),8/231,0.0021820895501952252,0.0152683564790959,0,0,3.6967665801274485,22.651835011506165,SREBF1;HGF;LEP;LEPR;MET;FOXO1;DCN;DEPP1
blood vessel morphogenesis (GO:0048514),4/56,0.002289785616223477,0.01593036564429762,0,0,7.831086439333862,47.60750094867905,NRP1;CAV1;KDR;TGFBR2
positive regulation of interleukin-1 beta production (GO:0032731),4/56,0.002289785616223477,0.01593036564429762,0,0,7.831086439333862,47.60750094867905,EGR1;LPL;CD36;TLR4
cellular response to cadmium ion (GO:0071276),3/27,0.0023462500360106487,0.01618447262800547,0,0,12.678205128205128,76.76573275023132,JUN;FOS;EGFR
chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),3/27,0.0023462500360106487,0.01618447262800547,0,0,12.678205128205128,76.76573275023132,VCAN;BGN;DCN
response to glucocorticoid (GO:0051384),3/27,0.0023462500360106487,0.01618447262800547,0,0,12.678205128205128,76.76573275023132,ZFP36;ANXA1;NR3C1
hemopoiesis (GO:0030097),5/94,0.0024344463921378494,0.0167454151549595,0,0,5.7381964254526405,34.53267210485872,ZBTB16;KIT;KDR;RUNX2;TGFBR2
receptor metabolic process (GO:0043112),4/58,0.0026047593316359794,0.017231392895720652,0,0,7.5402825505918285,44.86781035657885,GRK3;LRP1;CAV1;CD36
cellular response to epidermal growth factor stimulus (GO:0071364),3/28,0.0026087957970173737,0.017231392895720652,0,0,12.170461538461538,72.40045147812198,STAT5B;ZFP36;EGFR
cellular response to interleukin-6 (GO:0071354),3/28,0.0026087957970173737,0.017231392895720652,0,0,12.170461538461538,72.40045147812198,YAP1;SOCS3;STAT1
positive regulation of response to wounding (GO:1903036),3/28,0.0026087957970173737,0.017231392895720652,0,0,12.170461538461538,72.40045147812198,ANXA1;MDK;MYLK
actin filament reorganization (GO:0090527),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,GSN;NEDD9
regulation of actin filament length (GO:0030832),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,EPS8;CXCL12
regulation of apoptotic cell clearance (GO:2000425),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,C3;CCL2
regulation of Cdc42 protein signal transduction (GO:0032489),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,ABCA1;NRP1
cellular response to hepatocyte growth factor stimulus (GO:0035729),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,NRP1;HGF
regulation of phospholipase A2 activity (GO:0032429),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,ANXA1;LRP1
regulation of protein localization to cell cortex (GO:1904776),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,EPB41L2;PLK1
response to hepatocyte growth factor (GO:0035728),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,NRP1;HGF
negative regulation of B cell apoptotic process (GO:0002903),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,BCL6;IRS2
negative regulation of phospholipase activity (GO:0010519),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,RGS2;ANXA1
positive regulation of apoptotic cell clearance (GO:2000427),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,C3;CCL2
positive regulation of myeloid cell apoptotic process (GO:0033034),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,MEF2C;ANXA1
positive regulation of oligodendrocyte differentiation (GO:0048714),2/8,0.002625399081853126,0.017231392895720652,0,0,33.666666666666664,200.0649195648365,MDK;CXCR4
regulation of secretion by cell (GO:1903530),4/59,0.0027728623791241805,0.01800511971511301,0,0,7.402811621368323,43.58683052974644,MEF2C;DNAJC1;ANXA1;SAA1
response to reactive oxygen species (GO:0000302),4/59,0.0027728623791241805,0.01800511971511301,0,0,7.402811621368323,43.58683052974644,JUN;FOS;PKD2;EGFR
negative regulation of autophagy (GO:0010507),4/59,0.0027728623791241805,0.01800511971511301,0,0,7.402811621368323,43.58683052974644,HGF;LEP;LEPR;MET
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531),4/59,0.0027728623791241805,0.01800511971511301,0,0,7.402811621368323,43.58683052974644,GHR;SOCS3;KIT;FGFR3
response to cadmium ion (GO:0046686),3/29,0.0028887769218868316,0.01865828064932211,0,0,11.701775147928995,68.4193674508354,JUN;FOS;EGFR
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238),3/29,0.0028887769218868316,0.01865828064932211,0,0,11.701775147928995,68.4193674508354,PPP2R1B;CAV1;FADD
positive regulation of defense response (GO:0031349),5/98,0.002917930107031638,0.018796719075719677,0,0,5.490278009916987,32.04609820129839,MEF2C;MDK;LPL;TLR4;S100A8
"regulation of DNA-templated transcription, initiation (GO:2000142)",4/61,0.0031310682433358813,0.02010940804717658,0,0,7.142340387050099,41.18545619522775,TCF7L2;JUN;CCND1;RUNX2
neutrophil degranulation (GO:0043312),12/481,0.0031382238430912117,0.02010940804717658,0,0,2.659467638764702,15.329432880008326,C3;SNAP25;PTPRB;GSN;MME;PLAU;PECAM1;SIRPA;PRTN3;CD36;CTSD;S100A8
artery morphogenesis (GO:0048844),3/30,0.0031865612382751957,0.020206449518750263,0,0,11.267806267806268,64.77651031278889,NRP1;LRP1;PKD2
cell projection organization (GO:0030030),3/30,0.0031865612382751957,0.020206449518750263,0,0,11.267806267806268,64.77651031278889,GSN;PARVA;RHOQ
chondroitin sulfate metabolic process (GO:0030204),3/30,0.0031865612382751957,0.020206449518750263,0,0,11.267806267806268,64.77651031278889,VCAN;BGN;DCN
regulation of protein localization to membrane (GO:1905475),3/30,0.0031865612382751957,0.020206449518750263,0,0,11.267806267806268,64.77651031278889,MMP14;GSN;SPTBN1
organelle organization (GO:0006996),11/420,0.003208275160652093,0.02029129874334506,0,0,2.7891557601035526,16.01539323217958,CCL11;DST;CAV2;MDK;DPYSL2;CAV1;NEDD9;CCL2;PKD2;SYNE1;SH3D19
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),13/547,0.0032386714531718944,0.020430479244750162,0,0,2.5355197894523736,14.535100660114711,TCF7L2;JUN;ZBTB16;NR3C1;KLF4;RUNX2;FOXO1;PER1;BCL6;BCL3;PPARG;CALR;CRYAB
regulation of programmed cell death (GO:0043067),7/194,0.0032573297801898327,0.020467164238027174,0,0,3.8442478371643753,22.0154211351315,CXCL10;BCL6;MAGED1;STAT1;BCL3;CALR;SGK1
actin-mediated cell contraction (GO:0070252),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,GSN;PARVA
regulation of DNA-templated transcription in response to stress (GO:0043620),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,RPS6KA3;MUC1
cellular response to leptin stimulus (GO:0044320),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,LEP;LEPR
cellular response to nitric oxide (GO:0071732),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,FOXO1;AQP1
cellular response to reactive nitrogen species (GO:1902170),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,FOXO1;AQP1
regulation of PERK-mediated unfolded protein response (GO:1903897),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,PPP1R15A;AGR2
endochondral ossification (GO:0001958),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,MEF2C;FGFR3
endothelial cell chemotaxis (GO:0035767),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,NR4A1;NRP1
negative regulation of nitric oxide biosynthetic process (GO:0045019),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,CAV1;SIRPA
negative regulation of nitric oxide metabolic process (GO:1904406),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,CAV1;SIRPA
positive regulation of NLRP3 inflammasome complex assembly (GO:1900227),2/9,0.0033535661488557854,0.020467164238027174,0,0,28.855685131195337,164.41193104324012,CD36;TLR4
neutrophil activation involved in immune response (GO:0002283),12/485,0.0033537570969087646,0.020467164238027174,0,0,2.636431835231535,15.021529226132076,C3;SNAP25;PTPRB;GSN;MME;PLAU;PECAM1;SIRPA;PRTN3;CD36;CTSD;S100A8
regulation of cell death (GO:0010941),5/102,0.003467263580455342,0.02100195725972328,0,0,5.26280647401314,29.81058620377177,LRP1;AGR2;SNCG;CD36;CRYAB
calcium-mediated signaling (GO:0019722),5/102,0.003467263580455342,0.02100195725972328,0,0,5.26280647401314,29.81058620377177,RCAN1;KDR;CXCR4;ANK2;EGFR
positive regulation of cell growth (GO:0030307),5/102,0.003467263580455342,0.02100195725972328,0,0,5.26280647401314,29.81058620377177,RPS6KA3;MMP14;CIB1;S100A8;EGFR
regulation of cellular component size (GO:0032535),3/31,0.0035025005386860528,0.02100637638349886,0,0,10.864835164835165,61.43279981460896,PPP1R15A;EPS8;EZR
cellular response to cAMP (GO:0071320),3/31,0.0035025005386860528,0.02100637638349886,0,0,10.864835164835165,61.43279981460896,PKD2;EZR;AQP1
positive regulation of leukocyte cell-cell adhesion (GO:1903039),3/31,0.0035025005386860528,0.02100637638349886,0,0,10.864835164835165,61.43279981460896,MDK;CCL2;SIRPA
positive regulation of mononuclear cell migration (GO:0071677),3/31,0.0035025005386860528,0.02100637638349886,0,0,10.864835164835165,61.43279981460896,CXCL10;CXCL12;CALR
amyloid fibril formation (GO:1990000),4/63,0.0035196145943623474,0.02102663448742011,0,0,6.899528219465315,38.97822084193308,GSN;SAA1;UBE2L6;CD36
neutrophil mediated immunity (GO:0002446),12/488,0.003523148612265875,0.02102663448742011,0,0,2.619409053944158,14.795470616507261,C3;SNAP25;PTPRB;GSN;MME;PLAU;PECAM1;SIRPA;PRTN3;CD36;CTSD;S100A8
regulation of cytosolic calcium ion concentration (GO:0051480),6/148,0.0035981406752449803,0.02142169326215532,0,0,4.326584507042254,24.34715360588592,CAV2;CAV1;SAA1;CXCR4;CD36;ESR1
cellular response to organonitrogen compound (GO:0071417),5/103,0.0036154508321679336,0.021472250673972973,0,0,5.208840012689014,29.286904655654318,EGR1;MEF2C;EZR;PKD2;AQP1
liver development (GO:0001889),3/32,0.003836930926271927,0.022567456051865078,0,0,10.489655172413793,58.354816804882354,ANXA1;PKD2;MET
long-chain fatty acid transport (GO:0015909),3/32,0.003836930926271927,0.022567456051865078,0,0,10.489655172413793,58.354816804882354,FABP4;PPARG;CD36
negative regulation of microtubule polymerization or depolymerization (GO:0031111),3/32,0.003836930926271927,0.022567456051865078,0,0,10.489655172413793,58.354816804882354,CDH5;CIB1;FKBP4
positive regulation of receptor signaling pathway via STAT (GO:1904894),3/32,0.003836930926271927,0.022567456051865078,0,0,10.489655172413793,58.354816804882354,GHR;LEP;KIT
regulation of cell-matrix adhesion (GO:0001952),4/65,0.003939689946421906,0.0231160120952707,0,0,6.672638161230354,36.944083778601154,PLAU;CIB1;CD36;UTRN
generation of neurons (GO:0048699),7/202,0.004065161610425635,0.023673020025073654,0,0,3.685031547858773,20.28721074055825,YAP1;NRP1;MEF2C;FZD4;MAP1B;MET;RUNX2
embryonic organ development (GO:0048568),4/66,0.004161915616409177,0.023673020025073654,0,0,6.564682407715331,35.986143586617594,KIT;KDR;TEAD1;TGFBR2
positive regulation of cell death (GO:0010942),4/66,0.004161915616409177,0.023673020025073654,0,0,6.564682407715331,35.986143586617594,EGR1;LRP1;CD36;FOS
cellular response to oxidised low-density lipoprotein particle stimulus (GO:0140052),2/10,0.004164723228388281,0.023673020025073654,0,0,25.247448979591837,138.38393038592545,CD36;TLR4
endothelium development (GO:0003158),2/10,0.004164723228388281,0.023673020025073654,0,0,25.247448979591837,138.38393038592545,KDR;PECAM1
response to laminar fluid shear stress (GO:0034616),2/10,0.004164723228388281,0.023673020025073654,0,0,25.247448979591837,138.38393038592545,ABCA1;KLF4
leptin-mediated signaling pathway (GO:0033210),2/10,0.004164723228388281,0.023673020025073654,0,0,25.247448979591837,138.38393038592545,LEP;LEPR
negative regulation of cholesterol storage (GO:0010887),2/10,0.004164723228388281,0.023673020025073654,0,0,25.247448979591837,138.38393038592545,ABCA1;PPARG
negative regulation of lymphocyte apoptotic process (GO:0070229),2/10,0.004164723228388281,0.023673020025073654,0,0,25.247448979591837,138.38393038592545,BCL6;IRS2
positive regulation of mesenchymal cell proliferation (GO:0002053),2/10,0.004164723228388281,0.023673020025073654,0,0,25.247448979591837,138.38393038592545,STAT1;TGFBR2
actin filament bundle assembly (GO:0051017),3/33,0.004190173154335419,0.023673020025073654,0,0,10.13948717948718,55.51382635460182,EPS8;NEDD9;EZR
actin filament bundle organization (GO:0061572),3/33,0.004190173154335419,0.023673020025073654,0,0,10.13948717948718,55.51382635460182,EPS8;NEDD9;EZR
regulation of cholesterol efflux (GO:0010874),3/33,0.004190173154335419,0.023673020025073654,0,0,10.13948717948718,55.51382635460182,LRP1;CAV1;PPARG
vasculogenesis (GO:0001570),3/33,0.004190173154335419,0.023673020025073654,0,0,10.13948717948718,55.51382635460182,CAV1;KDR;TGFBR2
positive regulation of cholesterol transport (GO:0032376),3/33,0.004190173154335419,0.023673020025073654,0,0,10.13948717948718,55.51382635460182,LRP1;CAV1;PPARG
positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427),3/33,0.004190173154335419,0.023673020025073654,0,0,10.13948717948718,55.51382635460182,GHR;LEP;KIT
regulation of intracellular signal transduction (GO:1902531),11/437,0.0043194437119239365,0.024346864441052746,0,0,2.675504004418669,14.567125770110623,AKAP12;VWF;PRKAR2B;ITSN1;BCL3;EZR;A2M;SGK1;RHOQ;EGFR;ARHGEF6
vascular endothelial growth factor receptor signaling pathway (GO:0048010),4/67,0.0043924578010948335,0.024701234978443235,0,0,6.460153820978563,35.06485150831621,NRP1;MAPKAPK2;KDR;PIK3R1
epithelial tube morphogenesis (GO:0060562),3/34,0.00456253296297078,0.025539696011112296,0,0,9.811910669975186,52.88499493646925,MEF2C;PKD2;MET
response to steroid hormone (GO:0048545),3/34,0.00456253296297078,0.025539696011112296,0,0,9.811910669975186,52.88499493646925,YAP1;CAV1;NR3C1
regulation of tyrosine phosphorylation of STAT protein (GO:0042509),4/68,0.00463145775055902,0.02580686412496845,0,0,6.358891752577319,34.178303068266494,GHR;SOCS3;KIT;FGFR3
positive regulation of protein localization to nucleus (GO:1900182),4/68,0.00463145775055902,0.02580686412496845,0,0,6.358891752577319,34.178303068266494,CCT3;YAP1;PLK1;PIK3R1
regulation of cell differentiation (GO:0045595),6/156,0.0046504455318357,0.025853504269451898,0,0,4.094166666666666,21.988918606303887,RPS6KA3;BCL6;MDK;BMPR1B;KLF4;RUNX2
regulation of interleukin-6 production (GO:0032675),5/110,0.004782723468932765,0.026528318102166933,0,0,4.859856896126326,25.964976770871843,LEP;MAPKAPK2;SIRPA;LPL;TLR4
cellular response to amyloid-beta (GO:1904646),3/35,0.004954301407202251,0.027004858002945366,0,0,9.504807692307692,50.44675835420841,LRP1;CD36;TLR4
cellular response to hydrogen peroxide (GO:0070301),3/35,0.004954301407202251,0.027004858002945366,0,0,9.504807692307692,50.44675835420841,ANXA1;SIRPA;AQP1
regulation of phosphatidylinositol 3-kinase activity (GO:0043551),3/35,0.004954301407202251,0.027004858002945366,0,0,9.504807692307692,50.44675835420841,KIT;PIK3R1;FGFR3
response to estrogen (GO:0043627),3/35,0.004954301407202251,0.027004858002945366,0,0,9.504807692307692,50.44675835420841,KRT19;CAV1;ESR1
muscle cell differentiation (GO:0042692),3/35,0.004954301407202251,0.027004858002945366,0,0,9.504807692307692,50.44675835420841,MEF2C;DMD;SYNE1
peptidyl-tyrosine dephosphorylation (GO:0035335),3/35,0.004954301407202251,0.027004858002945366,0,0,9.504807692307692,50.44675835420841,PTPRB;DUSP1;TNS2
cellular response to increased oxygen levels (GO:0036295),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,CAV1;FOXO1
cellular response to interleukin-2 (GO:0071352),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,STAT5A;STAT5B
cellular response to UV-A (GO:0071492),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,MME;TIMP1
regulation of mesenchymal cell proliferation (GO:0010464),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,STAT1;TGFBR2
regulation of mitochondrial depolarization (GO:0051900),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,KDR;DCN
hepatocyte growth factor receptor signaling pathway (GO:0048012),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,NRP1;HGF
insulin-like growth factor receptor signaling pathway (GO:0048009),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,GHR;PIK3R1
interleukin-2-mediated signaling pathway (GO:0038110),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,STAT5A;STAT5B
metanephric mesenchyme development (GO:0072075),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,STAT1;PKD2
positive regulation of chondrocyte differentiation (GO:0032332),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,ZBTB16;BMPR1B
positive regulation of leukocyte apoptotic process (GO:2000108),2/11,0.005057172586999214,0.027004858002945366,0,0,22.441043083900226,118.64462177173134,MEF2C;ANXA1
endoderm formation (GO:0001706),3/36,0.005365755179904156,0.028527541185734976,0,0,9.216317016317017,48.18030776390706,MMP14;DUSP1;LAMA3
"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",3/36,0.005365755179904156,0.028527541185734976,0,0,9.216317016317017,48.18030776390706,TCF7L2;GNG2;FZD4
myeloid leukocyte differentiation (GO:0002573),4/71,0.005400589910765379,0.02865018830656579,0,0,6.073242037236498,31.70989730555222,KIT;PPARG;PRTN3;TGFBR2
positive regulation of kinase activity (GO:0033674),5/114,0.005558388333535983,0.029423207809043735,0,0,4.680562817892285,24.30357474030599,KIT;KDR;FGFR3;MET;EGFR
negative regulation of epithelial cell proliferation (GO:0050680),4/72,0.005674797410983124,0.029909375964813655,0,0,5.983626440266828,30.945643015408038,MAGED1;CAV2;STAT1;CAV1
positive regulation of protein secretion (GO:0050714),4/72,0.005674797410983124,0.029909375964813655,0,0,5.983626440266828,30.945643015408038,TCF7L2;IRS2;EZR;TLR4
regulation of erythrocyte differentiation (GO:0045646),3/37,0.005797156931964179,0.030357155116844677,0,0,8.944796380090498,46.0691689486937,STAT5B;ZFP36;STAT1
regulation of vascular associated smooth muscle cell proliferation (GO:1904705),3/37,0.005797156931964179,0.030357155116844677,0,0,8.944796380090498,46.0691689486937,JUN;MEF2C;PPARG
