Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
African trypanosomiasis,Apr-37,0.008939962,0.019035602,0,0,5.365766509,25.31152212,IL6;IL18;PRKCA;SELE
Alcoholism,10/186,0.008962287,0.019035602,0,0,2.531217346,11.93400582,H2AX;SHC3;GNG2;GNG7;H4-16;GRIN2C;GNG13;GRIN2D;ADCY5;PPP1CA
Endometrial cancer,May-58,0.009290214,0.019551461,0,0,4.181389365,19.56385812,TCF7L2;CCND1;ERBB2;BAK1;GADD45G
B cell receptor signaling pathway,Jun-81,0.009357314,0.019551461,0,0,3.549886105,16.58363729,VAV3;JUN;RAC3;FOS;NFKBIE;VAV2
Salmonella infection,12/249,0.010208267,0.021157458,0,0,2.258952846,10.35629888,CYFIP2;TCF7L2;JUN;IL6;RHOJ;IL18;RHOH;FADD;FOS;FLNC;BAK1;PAK3
Viral myocarditis,May-60,0.010682515,0.02196325,0,0,4.02892562,18.28788574,CCND1;LAMA1;CAV1;RAC3;DMD
Estrogen signaling pathway,8/137,0.011682902,0.023579158,0,0,2.756780728,12.26665113,JUN;KRT19;SHC3;KRT15;FOS;FKBP4;ESR1;ADCY5
Insulin signaling pathway,8/137,0.011682902,0.023579158,0,0,2.756780728,12.26665113,SOCS3;SHC3;PRKAR2B;IRS2;SLC2A4;PPARGC1A;FOXO1;PPP1CA
Nicotine addiction,Apr-40,0.011743705,0.023579158,0,0,4.917863442,21.85713863,GRIA2;GRIN2C;GRIA4;GRIN2D
Wnt signaling pathway,9/166,0.012186303,0.024278139,0,0,2.550429498,11.24087175,TLE4;TCF7L2;JUN;CCND2;CCND1;CTNND2;RUVBL1;RAC3;PRKCA
Cholinergic synapse,7/113,0.013228304,0.026151339,0,0,2.93234686,12.68356292,GNG2;GNG7;PRKCA;KCNQ5;FOS;GNG13;ADCY5
Tight junction,9/169,0.013573178,0.026628297,0,0,2.502221904,10.75870244,JUN;PARD6B;DLG2;CCND1;ERBB2;GATA4;AMOTL2;EZR;MPDZ
Renin-angiotensin system,Mar-23,0.013921405,0.027104554,0,0,6.629524887,28.33676166,CMA1;CTSG;AGT
GABAergic synapse,Jun-89,0.014465207,0.027951566,0,0,3.206411066,13.58238614,GNG2;GNG7;GAD1;PRKCA;ADCY5;GNG13
Signaling pathways regulating pluripotency of stem cells,8/143,0.014825885,0.02843472,0,0,2.633443512,11.090433,LIFR;OTX1;INHBA;BMPR1B;FGFR4;KLF4;FGF2;FGFR3
Type I diabetes mellitus,Apr-43,0.015056526,0.028663165,0,0,4.538868539,19.04483705,PTPRN;GAD1;LTA;GZMB
Hypertrophic cardiomyopathy,Jun-90,0.015217019,0.028755691,0,0,3.168076798,13.25948108,IL6;ACTC1;TPM3;LAMA1;DMD;AGT
Neurotrophin signaling pathway,7/119,0.01715616,0.032183454,0,0,2.774400685,11.27904288,RPS6KA3;NGFR;JUN;SHC3;MAGED1;MAPKAPK2;NFKBIE
Fc epsilon RI signaling pathway,May-68,0.017668707,0.032904765,0,0,3.515873016,14.18992351,VAV3;RAC3;PLA2G4A;PRKCA;VAV2
Retrograde endocannabinoid signaling,8/148,0.017880759,0.033060108,0,0,2.53873815,10.21595862,GRIA2;GNG2;GNG7;PRKCA;PTGS2;GRIA4;GNG13;ADCY5
TGF-beta signaling pathway,Jun-94,0.018495191,0.033951886,0,0,3.02345206,12.06431303,BMP2;INHBA;E2F5;BMPR1B;DCN;TGFBR2
Central carbon metabolism in cancer,May-70,0.019795233,0.036080673,0,0,3.407342657,13.3646682,RET;KIT;ERBB2;MET;FGFR3
Aldosterone synthesis and secretion,Jun-98,0.02222623,0.040226346,0,0,2.891403387,11.00607541,NR4A1;PRKCA;PRKD1;CAMK1;AGT;ADCY5
Non-alcoholic fatty liver disease,8/155,0.022881749,0.041123143,0,0,2.416974112,9.129915894,SOCS3;JUN;IL6;LEPR;IRS2;PPARG;FOS;PPARA
Ether lipid metabolism,Apr-49,0.023311305,0.041604204,0,0,3.932476694,14.78145965,PLA2G2A;PLA2G4A;PLD1;PAFAH1B3
PPAR signaling pathway,May-74,0.024535545,0.043487139,0,0,3.209156785,11.89837364,SLC27A6;PPARG;CD36;PPARA;RXRG
Longevity regulating pathway,6/102,0.026433921,0.046530942,0,0,2.77035877,10.06501045,IRS2;PPARG;PPARGC1A;CRYAB;FOXO1;ADCY5
Gastric acid secretion,May-76,0.027156816,0.047478243,0,0,3.1184379,11.24548378,PRKCA;SSTR2;EZR;MYLK;ADCY5
Natural killer cell mediated cytotoxicity,7/131,0.027350451,0.047493689,0,0,2.504363677,9.013260599,VAV3;SHC3;SH2D1A;RAC3;GZMB;PRKCA;VAV2
Protein digestion and absorption,6/103,0.027562848,0.047541288,0,0,2.741657469,9.846077476,COL17A1;COL1A1;COL3A1;COL1A2;COL2A1;COL8A1
Pathogenic Escherichia coli infection,9/197,0.03265474,0.055948455,0,0,2.126476186,7.276302309,CYFIP2;JUN;IL6;IL18;FADD;FOS;BAK1;EZR;PAK3
Base excision repair,Mar-33,0.036456893,0.06204915,0,0,4.417420814,14.62883997,FEN1;PARP1;POLE2
Ubiquitin mediated proteolysis,7/140,0.037267728,0.063011882,0,0,2.333813987,7.677378743,CDC20;PRKN;SOCS3;CBLC;UBE2L6;ELOB;BRCA1
Legionellosis,Apr-57,0.037897459,0.063657823,0,0,3.337526205,10.92329344,C3;IL6;CR1;IL18
PD-L1 expression and PD-1 checkpoint pathway in cancer,May-89,0.04848648,0.08091575,0,0,2.634063853,7.971915954,ALK;JUN;STAT1;FOS;NFKBIE
Basal cell carcinoma,Apr-63,0.051603205,0.085561444,0,0,2.997194358,8.884198067,TCF7L2;BMP2;BAK1;GADD45G
Salivary secretion,May-93,0.05658924,0.093227145,0,0,2.513817149,7.219523015,PRKCA;ADRB1;ADRB2;ADRA1A;ADCY5
Staphylococcus aureus infection,May-95,0.060915183,0.099714663,0,0,2.45770202,6.877320769,C4B;C3;C4A;KRT19;KRT15
Mitophagy,Apr-68,0.064826976,0.105446411,0,0,2.762329932,7.557827118,PRKN;JUN;E2F1;MITF
Necroptosis,7/159,0.06527233,0.105503074,0,0,2.040089522,5.567785952,STAT5A;H2AX;STAT5B;PARP1;STAT1;PLA2G4A;FADD
Hematopoietic cell lineage,May-99,0.070113846,0.111947308,0,0,2.352635397,6.252446151,IL6;CR1;CD5;KIT;CD36
Fat digestion and absorption,Mar-43,0.070239617,0.111947308,0,0,3.311368778,8.794474853,PLA2G2A;CD36;APOB
RIG-I-like receptor signaling pathway,Apr-70,0.070566007,0.111947308,0,0,2.678348107,7.100854529,CXCL10;IRF7;FADD;IKBKE
Melanogenesis,5/101,0.074984575,0.118227213,0,0,2.303385417,5.966857407,TCF7L2;KIT;MITF;PRKCA;ADCY5
Systemic lupus erythematosus,6/135,0.081337111,0.127461205,0,0,2.058166022,5.164253228,C4B;C3;H2AX;C4A;H4-16;CTSG
Type II diabetes mellitus,Mar-46,0.082371884,0.12830045,0,0,3.079869515,7.688928472,SOCS3;IRS2;SLC2A4
Intestinal immune network for IgA production,Mar-48,0.0909249,0.140769273,0,0,2.942684766,7.055738201,IL6;CXCL12;CXCR4
Bacterial invasion of epithelial cells,Apr-77,0.092600387,0.142504788,0,0,2.420650452,5.759845658,SHC3;CAV2;CAV1;MET
RNA degradation,Apr-79,0.09943092,0.15181228,0,0,2.355857899,5.438008299,EXOSC4;LSM1;ENO2;LSM4
Cholesterol metabolism,Mar-50,0.099829865,0.15181228,0,0,2.817175315,6.491582964,LRP1;CD36;APOB
Ovarian steroidogenesis,Mar-51,0.104408806,0.157841547,0,0,2.75834276,6.232313444,PLA2G4A;PTGS2;ADCY5
alpha-Linolenic acid metabolism,Feb-25,0.105998063,0.15930703,0,0,3.833938561,8.604640426,PLA2G2A;PLA2G4A
Insulin secretion,Apr-86,0.125078692,0.186890836,0,0,2.153973785,4.477706989,RIMS2;RAB3A;PRKCA;ADCY5
Sphingolipid signaling pathway,5/119,0.126599315,0.188069503,0,0,1.937898724,4.005109899,OPRD1;S1PR1;RAC3;PRKCA;PLD1
Hedgehog signaling pathway,Mar-56,0.12847714,0.189762213,0,0,2.497481431,5.124842608,GRK3;CCND2;CCND1
Neutrophil extracellular trap formation,7/189,0.129822932,0.190654249,0,0,1.701176677,3.473094776,C3;H2AX;CR1;VWF;H4-16;PRKCA;CTSG
Gap junction,Apr-88,0.132874611,0.19402713,0,0,2.102472735,4.243524527,PDGFA;PRKCA;ADRB1;ADCY5
Linoleic acid metabolism,Feb-29,0.135540721,0.196802064,0,0,3.265278823,6.525604739,PLA2G2A;PLA2G4A
beta-Alanine metabolism,Feb-30,0.143188072,0.206423596,0,0,3.148500484,6.119413976,ALDH2;GAD1
Notch signaling pathway,Mar-59,0.143773633,0.206423596,0,0,2.363324176,4.583703188,TLE4;MAML2;DTX1
Herpes simplex virus 1 infection,15/498,0.146660389,0.209398444,0,0,1.377437527,2.644178174,STAT1;TAP1;PPP1CA;C3;SOCS3;IL6;IRF7;LTA;CCL2;ZNF205;BAK1;FADD;CALR;IKBKE;NECTIN2
Long-term depression,Mar-60,0.14900103,0.211564999,0,0,2.321743272,4.42013962,GRIA2;PLA2G4A;PRKCA
Arachidonic acid metabolism,Mar-61,0.154288814,0.21786937,0,0,2.281596193,4.264141323,PLA2G2A;PLA2G4A;PTGS2
Riboflavin metabolism,1-Aug,0.164764475,0.230512559,0,0,6.28957529,11.34160272,FLAD1
Lysine degradation,Mar-63,0.165036229,0.230512559,0,0,2.205316742,3.973077161,ALDH2;MECOM;EZH2
Inflammatory mediator regulation of TRP channels,Apr-98,0.174600655,0.242553343,0,0,1.877840498,3.277308422,PLA2G4A;PRKCA;ADCY5;PPP1CA
Cortisol synthesis and secretion,Mar-65,0.175997347,0.24317913,0,0,2.133958546,3.707297072,NR4A1;AGT;ADCY5
Glycolysis / Gluconeogenesis,Mar-67,0.187153841,0.257211429,0,0,2.067060238,3.464029817,ALDH2;ENO2;ALDOA
Aldosterone-regulated sodium reabsorption,Feb-37,0.198779251,0.271735465,0,0,2.517897452,4.067815319,PRKCA;SGK1
Epithelial cell signaling in Helicobacter pylori infection,Mar-70,0.204215484,0.277689838,0,0,1.974201391,3.136175956,JUN;CXCR2;MET
Primary immunodeficiency,Feb-38,0.206933064,0.279904196,0,0,2.447830449,3.856213938,TAP1;IL2RG
Tuberculosis,6/180,0.213156173,0.286812232,0,0,1.522347027,2.353137739,C3;IL6;CR1;STAT1;IL18;FADD
Glucagon signaling pathway,4/107,0.215433664,0.288366936,0,0,1.712964798,2.629576097,PPP4C;PPARA;PPARGC1A;FOXO1
Taurine and hypotaurine metabolism,1-Nov,0.219309085,0.292033341,0,0,4.402027027,6.679077617,GAD1
Graft-versus-host disease,Feb-42,0.239839197,0.317725122,0,0,2.202595937,3.144836949,IL6;GZMB
Arrhythmogenic right ventricular cardiomyopathy,Mar-77,0.245246704,0.32322258,0,0,1.786810566,2.511345488,TCF7L2;LAMA1;DMD
Non-homologous end-joining,Jan-13,0.253682834,0.332635145,0,0,3.66798048,5.031260536,FEN1
Pathways of neurodegeneration,13/475,0.261626204,0.341309312,0,0,1.243631754,1.667509329,PRKN;GRIA2;PRKCA;UBE2L6;GRIN2C;PTGS2;SNCAIP;GRIN2D;IL6;BAK1;FADD;NEFH;GRIA4
Nucleotide excision repair,Feb-47,0.281250702,0.365057729,0,0,1.957361425,2.482930251,RFC4;POLE2
Nitrogen metabolism,Jan-17,0.317965871,0.410639341,0,0,2.750422297,3.151464745,CA12
Autoimmune thyroid disease,Feb-53,0.330658181,0.422781853,0,0,1.726552472,1.910724038,CTLA4;GZMB
Endocrine and other factor-regulated calcium reabsorption,Feb-53,0.330658181,0.422781853,0,0,1.726552472,1.910724038,PRKCA;ESR1
Protein processing in endoplasmic reticulum,5/171,0.332455471,0.422975525,0,0,1.327286418,1.461673305,PRKN;DNAJC1;CALR;BAK1;CRYAB
Pyrimidine metabolism,Feb-56,0.35502894,0.449470136,0,0,1.630382075,1.688351894,NME3;TK1
Glycerophospholipid metabolism,Mar-98,0.372695323,0.46952303,0,0,1.390331031,1.372248416,PLA2G2A;PLA2G4A;PLD1
Pantothenate and CoA biosynthesis,Jan-21,0.376723331,0.47228242,0,0,2.199887387,2.14762737,ALDH2
Histidine metabolism,Jan-22,0.390605789,0.487309164,0,0,2.095023595,1.969440422,ALDH2
Spinocerebellar ataxia,4/143,0.393991928,0.48915906,0,0,1.266970097,1.180087443,GRIA2;PRKCA;GRIN2C;GRIN2D
Pancreatic secretion,3/102,0.39682793,0.490311433,0,0,1.333881804,1.232843616,PLA2G2A;PRKCA;ADCY5
Mismatch repair,Jan-23,0.404179717,0.494273492,0,0,1.999692875,1.811513089,RFC4
Proximal tubule bicarbonate reclamation,Jan-23,0.404179717,0.494273492,0,0,1.999692875,1.811513089,AQP1
Prion disease,7/273,0.405804306,0.494273492,0,0,1.158916126,1.045208189,EGR1;IL6;CAV2;CAV1;LAMC1;GRIN2C;GRIN2D
Vitamin digestion and absorption,Jan-24,0.417451956,0.506062042,0,0,1.912651782,1.670865467,APOB
Phagosome,4/152,0.438944651,0.529618663,0,0,1.189373047,0.979308303,C3;TAP1;CALR;CD36
Maturity onset diabetes of the young,Jan-26,0.443117984,0.53215571,0,0,1.759459459,1.432057861,NR5A2
Toxoplasmosis,3/112,0.455895225,0.544953827,0,0,1.210884636,0.951140516,LAMA1;STAT1;LAMC1
Butanoate metabolism,Jan-28,0.467655639,0.556423608,0,0,1.628962296,1.238048921,GAD1
Ascorbate and aldarate metabolism,Jan-30,0.491114421,0.578974341,0,0,1.516464741,1.078324929,ALDH2
Pentose phosphate pathway,Jan-30,0.491114421,0.578974341,0,0,1.516464741,1.078324929,ALDOA
Thyroid hormone synthesis,Feb-75,0.499739736,0.584301837,0,0,1.204861004,0.835773336,PRKCA;ADCY5
Circadian rhythm,Jan-31,0.502454109,0.584301837,0,0,1.465840841,1.008866379,PER2
RNA polymerase,Jan-31,0.502454109,0.584301837,0,0,1.465840841,1.008866379,POLR2H
Antigen processing and presentation,Feb-78,0.520661673,0.601635487,0,0,1.15712249,0.755201581,TAP1;CALR
Fructose and mannose metabolism,Jan-33,0.524382682,0.601635487,0,0,1.374085023,0.887017987,ALDOA
SNARE interactions in vesicular transport,Jan-33,0.524382682,0.601635487,0,0,1.374085023,0.887017987,STX11
Purine metabolism,3/129,0.550056337,0.628286571,0,0,1.046595561,0.625586354,PDE1A;NME3;ADCY5
"Alanine, aspartate and glutamate metabolism",Jan-37,0.565388963,0.642942316,0,0,1.221158659,0.696355168,GAD1
Taste transduction,Feb-86,0.57352509,0.648222707,0,0,1.046490379,0.581800089,PDE1A;GNG13
Allograft rejection,Jan-38,0.575076954,0.648222707,0,0,1.188093499,0.657314408,GZMB
Cardiac muscle contraction,Feb-87,0.579827373,0.650723297,0,0,1.034125614,0.56362416,ACTC1;TPM3
Bile secretion,Feb-90,0.598322636,0.668560511,0,0,0.998717423,0.512966381,AQP1;ADCY5
Tryptophan metabolism,Jan-42,0.611721383,0.68057314,0,0,1.071962206,0.526846224,ALDH2
Fatty acid degradation,Jan-43,0.620378734,0.687229891,0,0,1.046385671,0.499570811,ALDH2
ABC transporters,Jan-45,0.637119889,0.701894231,0,0,0.998720311,0.450220551,TAP1
Phosphatidylinositol signaling system,Feb-97,0.639078794,0.701894231,0,0,0.924795058,0.414056201,ITPKA;PRKCA
Parkinson disease,5/249,0.652870567,0.711241346,0,0,0.899357303,0.383464713,PRKN;DUSP1;UBE2L6;SNCAIP;ADCY5
Pyruvate metabolism,Jan-47,0.653124349,0.711241346,0,0,0.955199765,0.40690339,ALDH2
"Valine, leucine and isoleucine degradation",Jan-48,0.660860482,0.716629299,0,0,0.934828445,0.387217658,ALDH2
mTOR signaling pathway,3/154,0.669449585,0.722893039,0,0,0.87219442,0.350011114,RPS6KA3;PRKCA;SGK1
Arginine and proline metabolism,Jan-50,0.675820105,0.723690696,0,0,0.896580254,0.351305566,ALDH2
Vibrio cholerae infection,Jan-50,0.675820105,0.723690696,0,0,0.896580254,0.351305566,PRKCA
Drug metabolism,2/108,0.696456054,0.740238597,0,0,0.828357255,0.29965872,NME3;TK1
Glycosaminoglycan biosynthesis,Jan-53,0.697034009,0.740238597,0,0,0.844724532,0.304878887,CHPF
Alzheimer disease,7/369,0.716875472,0.758176939,0,0,0.847341003,0.282040108,IL6;LRP1;IRS2;FADD;GRIN2C;PTGS2;GRIN2D
Glycerolipid metabolism,Jan-61,0.747074343,0.786877484,0,0,0.731794294,0.213384321,ALDH2
Thermogenesis,4/232,0.761819844,0.797780614,0,0,0.768866611,0.209166453,RPS6KA3;PPARG;PPARGC1A;ADCY5
GnRH secretion,Jan-64,0.763634362,0.797780614,0,0,0.696839697,0.187914105,PRKCA
Lysosome,2/128,0.781360981,0.812995029,0,0,0.696155362,0.171754081,CTSG;AP1M2
Shigellosis,4/246,0.800205732,0.829245457,0,0,0.723861997,0.161339008,C3;JUN;IL18;FOXO1
Inositol phosphate metabolism,Jan-73,0.807100127,0.833031055,0,0,0.609453203,0.13061042,ITPKA
Huntington disease,5/306,0.814051632,0.836845078,0,0,0.726895198,0.149545229,GRIA2;PPARG;POLR2H;PPARGC1A;GRIA4
Synaptic vesicle cycle,Jan-78,0.827699915,0.84748557,0,0,0.56973207,0.107738962,RAB3A
Spliceosome,2/150,0.850039168,0.866905024,0,0,0.592001708,0.096184205,SNRPE;LSM4
mRNA surveillance pathway,Jan-98,0.890358265,0.904435075,0,0,0.451797158,0.052467815,PPP1CA
Amyotrophic lateral sclerosis,5/364,0.910401288,0.921154059,0,0,0.607622183,0.057037373,PRKN;GRIA2;GRIN2C;NEFH;GRIN2D
Autophagy,1/137,0.95464719,0.962134619,0,0,0.321591812,0.014926183,IRS2
Olfactory transduction,5/440,0.969214247,0.973000241,0,0,0.499477534,0.015618458,GRK3;PDE1A;GNG7;NCALD;GNG13
RNA transport,1/186,0.985076062,0.985076062,0,0,0.235816898,0.003545842,CYFIP2
