Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
cardiac atrium morphogenesis (GO:0003209),4/19,7.187496498184849E-4,0.006620267044814585,0,0,11.81557067271353,85.52107043557338,BMP2;GATA4;PROX1;NKX2-5
excitatory postsynaptic potential (GO:0060079),4/19,7.187496498184849E-4,0.006620267044814585,0,0,11.81557067271353,85.52107043557338,MEF2C;GRIN2C;MAPK8IP2;GRIN2D
positive regulation of mitochondrial fission (GO:0090141),4/19,7.187496498184849E-4,0.006620267044814585,0,0,11.81557067271353,85.52107043557338,PRKN;KDR;DCN;AURKA
striated muscle cell differentiation (GO:0051146),4/19,7.187496498184849E-4,0.006620267044814585,0,0,11.81557067271353,85.52107043557338,MEF2C;BMP2;SDC1;NKX2-5
ureteric bud development (GO:0001657),4/19,7.187496498184849E-4,0.006620267044814585,0,0,11.81557067271353,85.52107043557338,BMP2;WT1;SIX1;PKD2
response to hydrogen peroxide (GO:0042542),6/49,7.298807463063743E-4,0.006704672731569066,0,0,6.201832918366266,44.793540760100505,IL6;ANXA1;SIRPA;ECT2;PAX2;AQP1
regulation of sprouting angiogenesis (GO:1903670),5/33,7.567031205766226E-4,0.0068987408782724075,0,0,7.9249188311688314,56.95274269270914,RHOJ;E2F2;FGF1;KLF4;FGF2
vasculogenesis (GO:0001570),5/33,7.567031205766226E-4,0.0068987408782724075,0,0,7.9249188311688314,56.95274269270914,WT1;CAV1;KDR;NKX2-5;TGFBR2
peptidyl-serine phosphorylation (GO:0018105),11/156,7.570801315944486E-4,0.0068987408782724075,0,0,3.392817416176704,24.380926605200298,RPS6KA3;MAPKAPK2;PRKCA;CDC7;PRKD1;CAMK1;SGK1;TDGF1;IKBKE;TGFBR2;AURKA
negative regulation of binding (GO:0051100),8/88,7.660310356743477E-4,0.0069616900522084715,0,0,4.456521739130435,31.972369866568553,JUN;CAV1;HABP4;E2F1;HMGA2;CAMK1;AURKA;PPP1CA
regulation of cell adhesion (GO:0030155),10/133,7.950985325939439E-4,0.00716850740497397,0,0,3.6318101112045604,25.920390417787353,RET;CXCL12;MDK;DUSP1;ERBB2;IL18;SAA1;CXCR4;PRKCA;RND1
regulation of cell motility (GO:2000145),10/133,7.950985325939439E-4,0.00716850740497397,0,0,3.6318101112045604,25.920390417787353,FGF7;PARD6B;CCL21;ERBB2;AMOTL2;GATA3;CCL19;FGF1;SGK1;FGF2
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),10/133,7.950985325939439E-4,0.00716850740497397,0,0,3.6318101112045604,25.920390417787353,CDH5;JUN;BMP2;COL3A1;COL1A2;INHBA;FOS;BMPR1B;RUNX2;TGFBR2
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),8/89,8.256477417173417E-4,0.007342822749011249,0,0,4.401276944373817,31.24617175340856,RPS6KA3;NGFR;HGF;SIAH2;PMAIP1;KLF4;PAX2;AQP1
intestinal epithelial cell differentiation (GO:0060575),3/9,8.316694780276826E-4,0.007342822749011249,0,0,22.11425339366516,156.83595376649893,YAP1;PYY;GATA4
negative regulation of protein activation cascade (GO:2000258),3/9,8.316694780276826E-4,0.007342822749011249,0,0,22.11425339366516,156.83595376649893,F12;SERPING1;A2M
protein K6-linked ubiquitination (GO:0085020),3/9,8.316694780276826E-4,0.007342822749011249,0,0,22.11425339366516,156.83595376649893,BARD1;PRKN;BRCA1
regulation of gap junction assembly (GO:1903596),3/9,8.316694780276826E-4,0.007342822749011249,0,0,22.11425339366516,156.83595376649893,CNTNAP2;CAV1;AGT
regulation of lipid transport (GO:0032368),3/9,8.316694780276826E-4,0.007342822749011249,0,0,22.11425339366516,156.83595376649893,PRKN;LRP1;PPARA
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555),3/9,8.316694780276826E-4,0.007342822749011249,0,0,22.11425339366516,156.83595376649893,ZFP36;MAPKAPK2;SIRPA
sympathetic ganglion development (GO:0061549),3/9,8.316694780276826E-4,0.007342822749011249,0,0,22.11425339366516,156.83595376649893,NRP1;SEMA3F;ASCL1
positive regulation of MAP kinase activity (GO:0043406),7/69,8.464762927555176E-4,0.0074542408416299845,0,0,5.024709088230962,35.54694448949824,KIT;ERBB2;TNFSF11;PDGFA;FGF1;FGF2;EZH2
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030),5/34,8.711381147835613E-4,0.007631976080160351,0,0,7.651253918495298,53.908516424529566,E2F1;PMAIP1;GZMB;ZNF205;BAK1
regulation of cell adhesion mediated by integrin (GO:0033628),5/34,8.711381147835613E-4,0.007631976080160351,0,0,7.651253918495298,53.908516424529566,RET;MUC1;CCL21;RAC3;CIB1
positive regulation of cyclin-dependent protein kinase activity (GO:1904031),4/20,8.827598060781337E-4,0.0076550774023264115,0,0,11.076530612244898,77.8952298328024,CCND2;CCND1;PROX1;PKD2
positive regulation of lymphocyte differentiation (GO:0045621),4/20,8.827598060781337E-4,0.0076550774023264115,0,0,11.076530612244898,77.8952298328024,MMP14;MDK;RHOH;GATA3
regulation of protein kinase A signaling (GO:0010738),4/20,8.827598060781337E-4,0.0076550774023264115,0,0,11.076530612244898,77.8952298328024,AKAP12;PRKAR2B;ADRB2;AKAP5
regulation of smooth muscle cell migration (GO:0014910),4/20,8.827598060781337E-4,0.0076550774023264115,0,0,11.076530612244898,77.8952298328024,NRP1;VTN;LRP1;PDGFA
response to lipopolysaccharide (GO:0032496),11/159,8.8608922310515E-4,0.007664446884117643,0,0,3.323530327562586,23.360074046685714,RPS6KA3;CXCL10;ZFP36;MEF2C;IL6;MAPKAPK2;SIRPA;CCL2;CTSG;VIM;SELE
regulation of cytoskeleton organization (GO:0051493),9/112,8.969955220487208E-4,0.007734529971406304,0,0,3.89837000089071,27.352755960391445,LRP1;SH3BP1;FAM107A;PDGFA;RAC3;RHOH;EZR;PAK3;RND1
blood circulation (GO:0008015),6/51,9.055391603847169E-4,0.007734529971406304,0,0,5.925588458618071,41.52048002117009,CXCL10;ACTC1;CXCL12;STAT1;SERPING1;HOXB2
DNA duplex unwinding (GO:0032508),6/51,9.055391603847169E-4,0.007734529971406304,0,0,5.925588458618071,41.52048002117009,BLM;ANXA1;RAD51;PARP1;HMGA1;MCM4
mesenchymal cell differentiation (GO:0048762),6/51,9.055391603847169E-4,0.007734529971406304,0,0,5.925588458618071,41.52048002117009,MEF2C;BMP2;HGF;HMGA2;S100A4;HNRNPAB
negative regulation of transport (GO:0051051),6/51,9.055391603847169E-4,0.007734529971406304,0,0,5.925588458618071,41.52048002117009,PRKN;TRAT1;SIRPA;PRTN3;PRKD1;CRYAB
carbohydrate homeostasis (GO:0033500),7/70,9.228383969106374E-4,0.00786258314167863,0,0,4.944698122780315,34.55382947864111,NGFR;TCF7L2;IL6;LEPR;PPARG;SLC2A4;FGFR4
negative regulation of gene expression (GO:0010629),17/322,9.467289296012387E-4,0.008046015441598558,0,0,2.5068944384862877,17.454246879763147,OPRD1;PRKN;YAP1;MEF2C;H4-16;GZMB;KLF4;FGF2;ESR1;AURKA;ZFP36;BMP2;MYCN;TERT;KDR;CALR;EZH2
regulation of regulated secretory pathway (GO:1903305),5/35,9.979731023361835E-4,0.008418545378123053,0,0,7.395833333333333,51.10361256087398,RIMS2;RAB3A;SYT9;SYN1;SYT7
respiratory system development (GO:0060541),5/35,9.979731023361835E-4,0.008418545378123053,0,0,7.395833333333333,51.10361256087398,FGF7;WT1;PROX1;FGF1;FGF2
response to estrogen (GO:0043627),5/35,9.979731023361835E-4,0.008418545378123053,0,0,7.395833333333333,51.10361256087398,KRT19;CAV1;BRCA1;GATA3;ESR1
cellular response to transforming growth factor beta stimulus (GO:0071560),9/114,0.0010178460911439476,0.00856498636695944,0,0,3.823722149410223,26.34570011548479,CDH5;MEF2C;JUN;CLEC3B;COL3A1;COL1A2;FOS;SOX5;TGFBR2
T cell activation (GO:0042110),8/92,0.0010271647246706639,0.00862211177753109,0,0,4.243434673640623,29.198874407288052,CCL21;MDK;KIT;LEPR;RHOH;GATA3;CCL19;TNFRSF4
negative regulation of multicellular organismal process (GO:0051241),13/214,0.0010572845467100936,0.008820087281169318,0,0,2.8975723235673483,19.854314514083086,MEF2C;GATA3;BRCA2;BMP2;PROC;MDK;PAEP;SOSTDC1;SPRY2;EVL;CALR;TIMP1;ZNF423
autonomic nervous system development (GO:0048483),4/21,0.0010714542647899349,0.008820087281169318,0,0,10.424436441243165,71.28999407380229,NRP1;GATA3;ASCL1;SOX10
chondroitin sulfate biosynthetic process (GO:0030206),4/21,0.0010714542647899349,0.008820087281169318,0,0,10.424436441243165,71.28999407380229,VCAN;CHPF;BGN;DCN
mitotic spindle assembly checkpoint signaling (GO:0007094),4/21,0.0010714542647899349,0.008820087281169318,0,0,10.424436441243165,71.28999407380229,CDC20;CENPF;BUB1;MAD2L1
mitotic spindle checkpoint signaling (GO:0071174),4/21,0.0010714542647899349,0.008820087281169318,0,0,10.424436441243165,71.28999407380229,CDC20;CENPF;BUB1;MAD2L1
negative regulation of reproductive process (GO:2000242),4/21,0.0010714542647899349,0.008820087281169318,0,0,10.424436441243165,71.28999407380229,DUSP1;PAEP;CALR;TIMP1
purinergic nucleotide receptor signaling pathway (GO:0035590),4/21,0.0010714542647899349,0.008820087281169318,0,0,10.424436441243165,71.28999407380229,C3;IL18;TXNIP;CTSG
spindle assembly checkpoint signaling (GO:0071173),4/21,0.0010714542647899349,0.008820087281169318,0,0,10.424436441243165,71.28999407380229,CDC20;CENPF;BUB1;MAD2L1
response to ionizing radiation (GO:0010212),7/72,0.001091788749214297,0.00896582182487307,0,0,4.79206181945908,32.681563894559375,H2AX;BLM;ANXA1;RAD51;FANCD2;BRCA1;ECT2
positive regulation of B cell activation (GO:0050871),6/53,0.0011120524923759671,0.009110276187541577,0,0,5.6728541656569575,38.58418921769802,VAV3;MEF2C;MMP14;IL6;IRS2;TNFRSF4
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),5/36,0.0011380180575644376,0.009300636787001448,0,0,7.156891495601173,48.51275336655149,NRP1;MDK;RAC3;CIB1;CALR
regulation of protein-containing complex assembly (GO:0043254),9/116,0.0011515631012027773,0.009388820691146089,0,0,3.751864871816857,25.387500310999194,OPRD1;CDH5;CDT1;TAL1;CD36;BAK1;CRYAB;MAPK15;GFAP
cell differentiation involved in metanephros development (GO:0072202),3/10,0.0011685354694117092,0.009414583640082989,0,0,18.9541047188106,127.97819182161604,STAT1;SIX2;PAX2
positive regulation of mesenchymal cell proliferation (GO:0002053),3/10,0.0011685354694117092,0.009414583640082989,0,0,18.9541047188106,127.97819182161604,STAT1;PDGFA;TGFBR2
regulation of attachment of spindle microtubules to kinetochore (GO:0051988),3/10,0.0011685354694117092,0.009414583640082989,0,0,18.9541047188106,127.97819182161604,RACGAP1;NEK2;ECT2
regulation of leukocyte tethering or rolling (GO:1903236),3/10,0.0011685354694117092,0.009414583640082989,0,0,18.9541047188106,127.97819182161604,CXCL12;CCL21;SELE
retinoic acid receptor signaling pathway (GO:0048384),3/10,0.0011685354694117092,0.009414583640082989,0,0,18.9541047188106,127.97819182161604,RARB;PPARG;RXRG
negative regulation of MAPK cascade (GO:0043409),8/94,0.0011820673155814863,0.009479155073713065,0,0,4.144324410622106,27.93477895005098,DUSP1;CAV1;CBLC;SIRPA;SPRY2;EZR;FOXO1;AGT
positive regulation of synaptic transmission (GO:0050806),7/73,0.001184894384214133,0.009479155073713065,0,0,4.719212674692127,31.79853464214659,RIMS2;KCTD13;CCL2;AKAP5;GRIN2C;ADRA1A;GRIN2D
regulation of Rho protein signal transduction (GO:0035023),7/73,0.001184894384214133,0.009479155073713065,0,0,4.719212674692127,31.79853464214659,EPS8;NRP1;COL3A1;STMN1;KCTD13;MET;F2RL2
cellular response to osmotic stress (GO:0071470),4/22,0.0012867387501940815,0.010216854874984629,0,0,9.844797178130511,65.52346883637364,CAPN3;PKD2;AQP1;MYLK
negative regulation of interleukin-2 production (GO:0032703),4/22,0.0012867387501940815,0.010216854874984629,0,0,9.844797178130511,65.52346883637364,ZFP36;CR1;HOMER3;EZR
negative regulation of mitotic metaphase/anaphase transition (GO:0045841),4/22,0.0012867387501940815,0.010216854874984629,0,0,9.844797178130511,65.52346883637364,CDC20;CENPF;BUB1;MAD2L1
regulation of erythrocyte differentiation (GO:0045646),5/37,0.0012920963765018707,0.010216854874984629,0,0,6.9328835227272725,46.114000441919146,STAT5B;ZFP36;STAT1;TAL1;INHBA
skeletal muscle tissue development (GO:0007519),5/37,0.0012920963765018707,0.010216854874984629,0,0,6.9328835227272725,46.114000441919146,EGR2;MEF2C;CAV2;CAV1;SIX1
regulation of programmed cell death (GO:0043067),12/194,0.0013953595184164518,0.011007836200840898,0,0,2.949978428038474,19.394937546885636,PRKN;ALK;CXCL10;MECOM;MAGED1;STAT1;BCL3;PMAIP1;CALR;SGK1;PAX2;AGT
actin-myosin filament sliding (GO:0033275),5/38,0.0014610433241423685,0.011398297021636517,0,0,6.722451790633609,43.888228963593335,ACTC1;TPM3;TNNI2;DMD;VIM
DNA replication initiation (GO:0006270),5/38,0.0014610433241423685,0.011398297021636517,0,0,6.722451790633609,43.888228963593335,CDT1;DBF4;POLE2;MCM4;CDC7
muscle filament sliding (GO:0030049),5/38,0.0014610433241423685,0.011398297021636517,0,0,6.722451790633609,43.888228963593335,ACTC1;TPM3;TNNI2;DMD;VIM
response to cAMP (GO:0051591),5/38,0.0014610433241423685,0.011398297021636517,0,0,6.722451790633609,43.888228963593335,STAT1;WT1;PKD2;EZR;AQP1
cellular response to lipopolysaccharide (GO:0071222),9/120,0.0014615774056499877,0.011398297021636517,0,0,3.6159186709645423,23.605581330784798,CXCL10;ZFP36;MEF2C;IL6;IL18;SIRPA;CCL2;CTSG;VIM
glycosaminoglycan catabolic process (GO:0006027),6/56,0.0014872401596949232,0.011571950831598855,0,0,5.3316628701594535,34.71356719097143,ACAN;VCAN;BGN;SDC1;FGF2;DCN
cell morphogenesis involved in neuron differentiation (GO:0048667),7/76,0.001501956586677702,0.011659836098855599,0,0,4.513334656872477,29.34112825984551,MEF2C;PARD6B;RAB3A;MAPK8IP2;PAK3;NEFH;PAX2
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744),4/23,0.0015305131432173378,0.011827638984319018,0,0,9.326172574292874,60.45367018272906,GRK3;STMN1;GPRASP1;MET
negative regulation of reactive oxygen species metabolic process (GO:2000378),4/23,0.0015305131432173378,0.011827638984319018,0,0,9.326172574292874,60.45367018272906,PRKN;BRCA1;PPARA;PAX2
cellular response to interleukin-2 (GO:0071352),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,STAT5A;STAT5B;IL2RG
hepatocyte growth factor receptor signaling pathway (GO:0048012),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,NRP1;HGF;STMN1
interleukin-2-mediated signaling pathway (GO:0038110),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,STAT5A;STAT5B;IL2RG
mesonephros development (GO:0001823),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,GATA3;FGF1;PAX2
negative regulation of receptor signaling pathway via STAT (GO:1904893),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,SOCS3;CAV1;BCL3
positive regulation of DNA-dependent DNA replication (GO:2000105),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,CDT1;DBF4;CDC7
positive regulation of leukocyte apoptotic process (GO:2000108),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,MEF2C;ANXA1;CDKN2A
regulation of cardiac muscle cell apoptotic process (GO:0010665),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,MDK;GATA4;NKX2-5
regulation of dendritic cell apoptotic process (GO:2000668),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,CXCL12;CCL21;CCL19
regulation of histone H3-K9 acetylation (GO:2000615),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,CHEK1;BRCA1;CAMK1
regulation of mesenchymal cell proliferation (GO:0010464),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,STAT1;PDGFA;TGFBR2
response to prostaglandin E (GO:0034695),3/11,0.001580308066840836,0.0118889401584847,0,0,16.583993212669682,106.96900288738678,GNG2;CCL21;CCL19
cellular response to peptide (GO:1901653),6/57,0.0016315456516867736,0.012193656975764309,0,0,5.2268524721961676,33.54712807113475,NGFR;LRP1;CAV1;CD36;ADRB2;VIM
positive regulation of cell junction assembly (GO:1901890),6/57,0.0016315456516867736,0.012193656975764309,0,0,5.2268524721961676,33.54712807113475,CNTNAP2;NRP1;CAV1;KDR;TEK;AGT
positive regulation of proteolysis (GO:0045862),6/57,0.0016315456516867736,0.012193656975764309,0,0,5.2268524721961676,33.54712807113475,CYFIP2;CAPN3;BAK1;FADD;FGFR4;SH3D19
regulation of signal transduction (GO:0009966),12/198,0.0016588064084627186,0.012370267483678216,0,0,2.885942039782463,18.474810963274045,GRK3;GRK5;GNG7;DTX1;LIFR;PRKD1;GATA3;CD36;TIMP1;MAPK8IP2;TDGF1;ESR1
negative regulation of apoptotic signaling pathway (GO:2001234),7/78,0.0017475802940822179,0.013003828913170739,0,0,4.38574827963213,27.847410174315623,PRKN;TCF7L2;HGF;SIAH2;PLAUR;GATA4;MAPK8IP2
eye development (GO:0001654),6/58,0.0017862447476694719,0.013254955501314284,0,0,5.126073243385316,32.435944914407784,FBN2;LAMA1;WT1;SIX3;BMPR1B;PAX2
cardiac muscle cell differentiation (GO:0055007),4/24,0.0018046653029958415,0.013254955501314284,0,0,8.859410430839002,55.96826343785105,MEF2C;BMP2;WT1;NKX2-5
heterochromatin assembly (GO:0031507),4/24,0.0018046653029958415,0.013254955501314284,0,0,8.859410430839002,55.96826343785105,CDKN2A;H4-16;HMGA1;HMGA2
negative regulation of neuron differentiation (GO:0045665),4/24,0.0018046653029958415,0.013254955501314284,0,0,8.859410430839002,55.96826343785105,SIX3;DTX1;CALR;ASCL1
positive regulation of phospholipase activity (GO:0010518),4/24,0.0018046653029958415,0.013254955501314284,0,0,8.859410430839002,55.96826343785105,KIT;ESR1;FGF2;FGFR3
regulation of keratinocyte proliferation (GO:0010837),4/24,0.0018046653029958415,0.013254955501314284,0,0,8.859410430839002,55.96826343785105,FGF7;ZFP36;MDK;PRKD1
digestive tract development (GO:0048565),5/40,0.001846934213619109,0.013536240430137469,0,0,6.337662337662338,39.890692984749215,PYY;KIT;RARB;GATA4;PCSK5
positive regulation of protein localization to membrane (GO:1905477),8/101,0.0018763032582684066,0.01372197747677839,0,0,3.8310080952732464,24.052799633017287,PRKN;LRP1;ERBB2;E2F1;PMAIP1;GZMB;CIB1;AKAP5
recombinational repair (GO:0000725),7/79,0.0018815321012182892,0.01373075246456516,0,0,4.324613140537798,27.139840132538318,FEN1;BLM;RAD51;PARP1;BRCA1;BRCA2;RAD54B
cellular macromolecule biosynthetic process (GO:0034645),16/314,0.0019003562561042942,0.01383849171111845,0,0,2.410099967146947,15.100996881830989,BARD1;FEN1;BLM;RFC4;DTX1;CDC7;BRCA1;INHBA;DBF4;TERT;POLE2;CHEK1;BCL3;E2F1;MCM4;POLR2H
mitotic DNA damage checkpoint signaling (GO:0044773),6/59,0.0019518113764637954,0.014182885225988517,0,0,5.029097004340912,31.376523268055074,BLM;CCND1;FANCD2;CHEK1;HMGA2;BRCA1
generation of neurons (GO:0048699),12/202,0.0019618913790763483,0.014225799616791905,0,0,2.824601920505652,17.608134179477467,YAP1;PER2;NRP1;MEF2C;RACGAP1;SIX3;ERBB2;SIX1;ASCL1;MET;RUNX2;CIT
negative regulation of cell cycle (GO:0045786),7/80,0.002023306451069374,0.01453279066289467,0,0,4.265152936761118,26.45683856123941,NR4A1;BMP2;DUSP1;CDKN2A;GATA3;INHBA;MAD2L1
negative regulation of cellular response to growth factor stimulus (GO:0090288),7/80,0.002023306451069374,0.01453279066289467,0,0,4.265152936761118,26.45683856123941,BMP2;SOSTDC1;SPRY2;PPARG;BMPR1B;FGF2;AGT
cellular response to fluid shear stress (GO:0071498),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,MEF2C;KLF4;PKD2
dermatan sulfate biosynthetic process (GO:0030208),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,VCAN;BGN;DCN
ganglion development (GO:0061548),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,NRP1;SEMA3F;ASCL1
melanocyte differentiation (GO:0030318),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,MEF2C;KIT;MITF
negative regulation of complement activation (GO:0045916),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,CR1;SERPING1;A2M
negative regulation of gene silencing by miRNA (GO:0060965),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,TERT;PPARG;ESR1
negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,IL6;TERT;ESR1
positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,SIX1;AGT;PAX2
positive regulation of cardiocyte differentiation (GO:1905209),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,MEF2C;GATA4;NKX2-5
positive regulation of cellular senescence (GO:2000774),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,CDKN2A;HMGA1;HMGA2
positive regulation of fatty acid oxidation (GO:0046321),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,IRS2;PPARA;PPARGC1A
regulation of astrocyte differentiation (GO:0048710),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,BMP2;IL6;BIN1
regulation of leukocyte cell-cell adhesion (GO:1903037),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,MDK;PPARA;SKAP1
replicative senescence (GO:0090399),3/12,0.002072457823405754,0.01453279066289467,0,0,14.740573152337857,91.08229664036905,TERT;CDKN2A;CHEK1
"chemical synaptic transmission, postsynaptic (GO:0099565)",4/25,0.0021110653632153615,0.01471270093627393,0,0,8.437101824856926,51.977293511173166,MEF2C;GRIN2C;MAPK8IP2;GRIN2D
negative regulation of sequestering of calcium ion (GO:0051283),4/25,0.0021110653632153615,0.01471270093627393,0,0,8.437101824856926,51.977293511173166,CCL21;CCL19;PKD2;FGF2
regulation of mitochondrial fission (GO:0090140),4/25,0.0021110653632153615,0.01471270093627393,0,0,8.437101824856926,51.977293511173166,PRKN;KDR;DCN;AURKA
regulation of insulin secretion (GO:0050796),8/104,0.0022577980971071826,0.015703216152941384,0,0,3.7107170099160944,22.610754021233255,PRKN;PER2;TCF7L2;IL6;IRS2;PRKCA;SYT7;ADCY5
nucleic acid-templated transcription (GO:0097659),5/42,0.00230255153663298,0.015949381375701618,0,0,5.994471744471745,36.40884727069847,TERT;BCL3;E2F1;DTX1;POLR2H
regulation of DNA recombination (GO:0000018),5/42,0.00230255153663298,0.015949381375701618,0,0,5.994471744471745,36.40884727069847,BLM;PPP4C;RAD51;CHEK1;KPNA2
positive regulation of cellular metabolic process (GO:0031325),8/105,0.002397649904382262,0.016540872214847673,0,0,3.6722734671730874,22.15580348900404,PPARG;GATA3;INHBA;PPARA;KLF4;SELE;AGT;TGFBR2
regulation of JNK cascade (GO:0046328),8/105,0.002397649904382262,0.016540872214847673,0,0,3.6722734671730874,22.15580348900404,PRKN;MECOM;CCL21;FLT4;SIRPA;CCL19;MAPK8IP2;GADD45G
DNA-dependent DNA replication (GO:0006261),9/129,0.0024062063580841315,0.016566366198688322,0,0,3.343176605504587,20.158365006546024,CDT1;BLM;RFC4;DBF4;RAD51;POLE2;HMGA1;MCM4;CDC7
metanephros development (GO:0001656),4/26,0.0024515604783613134,0.016810700423049007,0,0,8.053184910327767,48.40794033745568,WT1;SIX1;PKD2;PAX2
regulation of regulatory T cell differentiation (GO:0045589),4/26,0.0024515604783613134,0.016810700423049007,0,0,8.053184910327767,48.40794033745568,CR1;MDK;FANCA;CTLA4
chromosome organization (GO:0051276),8/106,0.0025441998594561786,0.017370467640760452,0,0,3.634614486526876,21.712965505379614,CDT1;TCF7L2;PARP1;SATB1;H4-16;HMGA2;NDC80;EZH2
development of primary male sexual characteristics (GO:0046546),5/43,0.002558678038633142,0.017370467640760452,0,0,5.836423444976076,34.83331911640588,WT1;KIT;GATA4;GATA3;INHBA
heart looping (GO:0001947),5/43,0.002558678038633142,0.017370467640760452,0,0,5.836423444976076,34.83331911640588,MEF2C;GATA4;PKD2;NKX2-5;TGFBR2
male gonad development (GO:0008584),5/43,0.002558678038633142,0.017370467640760452,0,0,5.836423444976076,34.83331911640588,WT1;KIT;GATA4;GATA3;INHBA
positive regulation of phospholipase C activity (GO:0010863),5/43,0.002558678038633142,0.017370467640760452,0,0,5.836423444976076,34.83331911640588,KIT;ADRA1A;FGF2;ESR1;SELE
regulation of cell differentiation (GO:0045595),10/156,0.0026340251076410214,0.017604536076577932,0,0,3.0560541646984727,18.15064568801728,ALK;RPS6KA3;BIN1;MDK;SIX1;GATA3;CAMK1;BMPR1B;KLF4;RUNX2
cellular response to interleukin-15 (GO:0071350),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,STAT5A;STAT5B;IL2RG
chondroitin sulfate catabolic process (GO:0030207),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,VCAN;BGN;DCN
dermatan sulfate metabolic process (GO:0030205),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,VCAN;BGN;DCN
endochondral bone morphogenesis (GO:0060350),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,MEF2C;BMPR1B;FGFR3
interleukin-15-mediated signaling pathway (GO:0035723),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,STAT5A;STAT5B;IL2RG
kinetochore organization (GO:0051383),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,CDT1;CENPF;NDC80
positive regulation of cell aging (GO:0090343),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,CDKN2A;HMGA1;HMGA2
regulation of homotypic cell-cell adhesion (GO:0034110),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,PLAUR;TNFSF11;PRKCA
regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,DUSP1;NDC80;MAD2L1
response to nitric oxide (GO:0071731),3/13,0.002649978581949671,0.017604536076577932,0,0,13.265837104072398,78.70891407203946,CCL19;FOXO1;AQP1
regulation of cytokinesis (GO:0032465),7/84,0.002674746165793104,0.01773450376074494,0,0,4.042756330427563,23.94888743750242,PLK4;RACGAP1;PRC1;ECT2;CDC25B;CIT;AURKA
anterior/posterior pattern specification (GO:0009952),6/63,0.002732446261214083,0.018046854376390687,0,0,4.675218798705191,27.595750143714056,BMP2;WT1;SIX2;GATA4;PCSK5;TDGF1
negative regulation of peptidase activity (GO:0010466),6/63,0.002732446261214083,0.018046854376390687,0,0,4.675218798705191,27.595750143714056,VTN;LRP1;SERPINC1;SERPING1;TIMP1;AGT
